step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-4272.683131868386226	-4271.221049783867784	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.357503896065001	-1	1	3	5	4	6	5	7	7	8	8	8	8	9	10	10	10	10	11	10	12	13	11	10	13	12	12	12	13	12	15	15	14	13	13	13	13	14	14	13	14	14	15	15	16	15	16	15	14	14	15	14	15	15	16	15	16	17	16	16	18	17	17	16	17	17	17	18	19	18	19	17	19	18	18	18	19	19	18	19	19	22	21	20	21	20	19	20	21	20	20	21	21	21	23	23	22	23	22	23	22	24	24	24	25	25	25	26	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	3	4	4	5	5	5	5	5	6	6	6	6	6	6	7	7	6	6	7	7	7	7	7	7	8	8	8	7	7	7	7	8	8	7	8	8	8	8	9	8	9	8	8	8	8	8	8	8	9	8	9	9	9	9	10	9	9	9	9	9	9	10	10	10	10	9	10	10	10	10	10	10	10	10	10	12	11	11	11	11	10	11	11	11	11	11	11	11	12	12	12	12	12	12	12	13	13	13	13	13	13	14	15
500	-1571.839568546475903	-1569.920774312951835	-1.918794233524081	0.000010015946045	0.000021373351820	2.133932403742011	0.189904704406080	-1	2	1	5	3	4	4	8	6	6	8	8	6	9	9	7	8	9	11	10	12	10	11	11	13	13	12	12	11	12	16	15	14	14	13	14	13	14	14	10	14	14	15	16	17	15	17	16	11	13	15	13	14	12	15	16	17	17	13	16	18	17	18	17	18	18	17	17	20	18	19	18	20	19	18	19	20	20	19	20	18	23	22	20	21	21	19	19	22	21	20	22	22	22	23	23	23	23	22	22	23	25	25	24	26	25	25	26	28	0	3	1	5	2	5	3	6	7	4	5	6	7	2	7	6	10	4	12	13	9	17	16	20	17	27	11	14	15	19	22	22	17	22	24	13	8	27	8	14	17	17	24	10	29	22	53	59	40	28	11	40	49	19	54	40	22	34	49	52	64	3	52	49	64	53	55	13	4	49	40	40	40	49	60	40	6	49	48	40	49	33	29	7	75	40	39	40	40	49	22	17	68	8	54	29	80	49	15	15	16	21	22	4	81	49	29	80	49	1	1	1	2	1	1	2	1	1	1	2	2	2	3	2	2	1	2	3	2	3	2	1	1	3	1	3	3	1	1	3	4	4	2	2	4	3	1	3	1	4	3	2	5	4	3	2	1	1	1	3	2	2	1	2	4	7	2	1	2	1	9	4	4	1	3	2	6	10	3	7	6	10	6	2	8	10	5	2	7	5	5	9	9	3	7	2	5	10	5	5	10	4	7	6	7	2	9	8	9	11	7	13	10	6	11	8	4	15
1000	-1036.834191199551924	-1035.265477570244911	-1.568713629306963	0.000010041551955	0.000012810022218	1.275701433009155	0.399445207063752	-1	2	1	5	4	4	5	7	7	7	7	8	8	9	11	9	9	10	10	9	13	11	11	10	13	11	12	12	13	13	14	15	12	14	14	13	13	14	14	10	14	14	15	16	16	16	16	15	12	15	16	12	14	15	15	16	17	18	15	17	18	17	17	17	17	18	18	15	19	15	20	17	19	17	19	19	20	20	19	17	20	22	22	20	21	20	18	20	22	20	19	22	22	20	23	24	22	23	23	24	22	25	24	25	25	26	26	27	28	0	3	1	3	3	3	5	6	7	4	5	6	7	4	7	8	10	3	16	13	15	17	6	20	17	11	26	16	9	12	22	53	22	22	24	24	8	27	8	17	22	22	20	25	29	17	53	49	40	23	38	40	49	23	39	40	33	42	49	52	47	48	52	53	53	64	55	15	47	49	64	40	40	59	60	52	12	61	48	59	70	57	68	45	76	52	54	40	47	70	70	41	68	54	87	45	90	90	68	68	39	68	90	68	90	80	84	103	70	1	1	1	2	1	2	1	2	1	1	1	3	1	1	5	1	2	5	1	1	1	1	4	1	2	2	1	2	2	3	3	1	1	2	2	2	3	1	4	1	2	3	3	2	2	4	1	2	1	2	2	1	1	3	1	2	4	3	2	3	2	1	3	2	1	1	1	3	2	3	2	3	6	1	1	7	7	1	3	2	4	3	7	3	2	5	1	5	3	5	3	7	4	3	3	5	1	1	5	6	6	6	2	7	5	7	4	1	11
1500	-858.038690879703836	-856.407220255149582	-1.631470624554280	0.000010082434741	0.000014410238574	1.429241938487584	0.497022830962756	-1	2	1	6	4	5	4	7	6	8	7	8	7	10	9	9	10	11	11	10	11	12	12	11	12	12	13	11	12	13	15	14	13	13	13	14	13	14	15	10	15	14	15	15	15	16	17	15	12	15	16	11	14	14	17	14	17	17	16	16	18	17	18	16	17	17	17	18	19	18	18	18	20	18	18	18	19	19	18	17	20	23	21	19	21	21	18	21	21	21	19	22	19	21	22	23	23	24	22	23	22	25	24	25	26	26	24	26	29	0	3	1	5	2	5	2	6	7	4	2	6	9	4	9	6	10	11	12	13	7	17	6	20	17	11	26	16	21	23	17	49	22	22	24	24	28	27	54	10	33	34	24	25	29	22	32	32	40	37	38	40	49	23	39	40	33	42	49	52	32	48	52	53	64	53	23	45	47	49	53	40	56	59	60	52	54	61	48	49	70	41	21	29	75	76	54	56	78	80	80	41	45	39	87	93	90	80	84	84	87	84	91	84	97	91	84	103	80	1	1	1	1	1	1	1	2	1	1	3	2	1	2	2	2	1	2	2	1	3	1	4	1	1	3	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	2	2	2	2	2	2	1	3	1	1	2	2	1	1	3	2	4	3	1	1	7	3	1	2	3	1	3	6	4	2	2	2	3	1	3	2	4	2	2	2	3	2	3	2	2	3	5	3	5	2	5	2	1	9
2000	-797.633191428090754	-795.979430226123213	-1.653761201967515	0.000010282249704	0.000015251628554	1.483296845844409	0.517149336871906	-1	2	1	3	4	6	5	8	7	7	8	9	9	9	10	10	9	9	11	11	12	11	12	11	13	11	12	11	13	11	14	14	12	13	13	13	13	14	13	11	14	14	16	16	15	16	16	16	12	14	15	13	15	15	16	14	17	17	16	16	18	18	17	16	18	17	17	18	20	18	19	17	18	18	18	19	19	20	18	18	19	21	22	17	20	20	19	21	22	20	20	20	21	21	23	24	22	22	22	23	22	24	24	25	24	25	25	26	28	0	3	1	2	2	2	5	6	7	4	4	8	7	7	7	12	10	11	12	13	15	17	19	13	10	18	11	12	21	16	22	49	22	22	24	24	28	27	19	10	33	34	35	25	29	31	32	32	40	28	38	40	32	28	39	40	41	42	49	52	47	48	52	53	64	64	19	84	47	49	53	40	56	59	60	52	54	61	48	49	70	57	84	15	75	76	54	56	78	70	80	57	84	54	54	84	90	91	84	93	77	93	91	84	97	91	96	103	80	1	1	1	1	1	2	1	2	2	3	3	1	2	3	3	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	3	1	1	1	4	1	2	4	2	3	1	2	1	5	3	1	1	3	1	1	4	5	1	1	2	3	1	1	1	2	2	3	4	4	1	1	2	1	2	2	2	5	1	3	1	1	7
2500	-756.221020937901130	-754.375309740119974	-1.845711197781102	0.000010553575590	0.000020592326560	1.951217990900575	0.576986978143812	-2	2	1	5	5	6	5	7	7	9	7	8	7	8	10	10	10	10	10	9	12	12	12	10	13	13	12	12	14	13	15	13	13	13	13	13	13	14	14	12	15	14	16	16	15	15	16	16	14	14	15	14	14	15	17	16	16	17	16	16	18	17	17	16	17	18	18	18	20	18	19	16	19	18	18	16	19	18	19	18	20	23	22	17	22	20	19	21	20	20	20	20	20	20	22	23	22	24	21	23	23	24	23	25	25	25	25	26	29	0	3	1	2	3	4	2	6	7	3	7	6	7	2	9	12	10	11	12	13	15	17	19	13	17	18	18	12	21	19	22	40	22	22	24	24	8	27	28	10	33	34	24	25	29	22	32	32	32	37	38	40	32	39	39	40	33	42	49	52	47	48	52	53	47	53	55	84	47	49	53	40	56	47	60	52	54	47	48	47	70	92	93	21	75	75	54	73	78	80	80	41	84	39	54	84	90	91	84	93	87	93	91	99	97	103	96	103	91	1	1	1	2	2	1	2	1	1	3	1	2	1	3	2	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	2	2	3	1	2	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	3	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	3	4	4	1	1	2	2	2	2	2	2	1	1	1	2	6
3000	-716.083551496274595	-714.532471262216859	-1.551080234057767	0.000010583357558	0.000013037600143	1.231896406344057	0.692477817239245	-1	2	0	4	5	6	6	8	7	7	8	8	8	9	9	10	10	11	9	9	12	11	10	10	13	12	13	11	14	12	14	13	14	13	13	14	13	15	13	12	13	15	14	15	16	15	17	14	14	15	16	14	15	15	16	15	17	18	16	16	19	17	17	17	17	16	17	19	19	17	19	17	18	18	18	18	19	19	19	19	20	23	20	18	21	21	19	20	21	21	21	21	20	21	22	22	23	24	22	21	21	24	24	24	25	26	24	26	29	0	3	1	3	3	5	4	6	7	5	4	6	5	4	7	19	10	11	6	13	9	17	6	20	17	11	18	19	21	19	22	40	41	22	24	24	23	27	16	22	22	34	24	25	29	31	32	32	32	37	38	40	32	39	39	40	33	42	49	52	47	48	52	53	53	53	55	45	47	49	53	40	56	47	60	60	54	47	48	49	70	92	45	45	75	75	54	73	78	80	80	57	84	87	87	84	80	91	93	84	87	100	91	99	97	103	96	98	91	1	1	1	2	3	1	1	1	1	1	2	1	1	3	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	3	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	1	3	2	2	1	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	2	2	1	1	4	2	1	1	2	1	1	2	1	1	1	1	1	5
3500	-675.691442837623526	-674.185842658843285	-1.505600178780265	0.000011083722945	0.000012373841879	1.116397616629137	0.658946494708918	-2	2	0	5	4	4	5	6	8	6	8	9	9	9	9	10	10	9	11	10	12	11	10	11	13	12	12	12	13	11	14	13	15	14	13	12	13	14	14	11	13	15	15	15	16	16	16	14	15	15	16	15	15	16	16	15	16	17	17	16	17	17	18	17	17	18	18	18	20	17	19	18	19	19	19	17	19	19	19	19	19	22	22	20	21	21	19	20	21	20	21	20	21	21	23	24	22	24	22	22	22	24	24	24	25	26	26	26	29	0	3	1	5	3	2	5	6	7	5	5	6	7	4	7	12	10	11	16	13	15	17	8	20	17	14	11	23	21	12	22	40	41	22	24	24	28	27	23	17	22	34	36	25	29	31	32	32	32	28	38	40	32	39	39	40	41	42	49	52	47	48	52	53	32	47	55	45	47	49	53	56	72	59	76	60	54	61	62	70	70	92	68	68	75	75	54	72	78	80	80	57	84	77	77	84	90	91	93	93	54	84	91	99	97	103	96	103	108	1	2	1	1	2	1	1	1	1	1	2	2	2	3	2	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	2	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	2	2	2	1	2	1	1	2	2
4000	-649.065970613115724	-647.535768914691971	-1.530201698423775	0.000012455159143	0.000014689769201	1.179412405136511	0.759097527541232	-1	2	1	5	4	6	6	8	7	7	8	9	8	9	10	10	10	10	12	9	12	13	11	10	14	12	12	11	13	12	15	13	15	13	13	14	12	14	13	12	13	14	15	15	16	16	16	15	14	15	15	14	14	16	16	16	17	17	17	16	19	17	17	16	16	16	17	18	20	18	19	17	18	19	18	18	19	20	18	19	19	23	21	19	21	21	19	20	22	20	21	20	21	20	22	23	23	23	21	23	23	24	23	24	26	25	25	26	28	0	3	1	5	2	4	5	6	7	4	4	6	7	5	9	8	10	11	12	13	15	17	12	20	17	11	18	16	21	12	22	40	41	17	24	24	28	27	28	17	17	34	24	25	29	31	32	32	32	37	38	40	32	39	39	40	33	42	49	52	47	48	52	53	53	53	55	45	47	47	53	40	56	59	60	60	54	61	48	70	70	92	68	68	75	75	54	73	78	80	80	33	84	77	77	93	90	91	84	84	77	93	91	99	97	91	96	103	108	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	3	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	2
4500	-665.235755519942245	-663.844450915531297	-1.391304604410910	0.000013829820701	0.000010728623851	0.775760155069808	0.676639257646050	-1	2	1	4	4	5	5	8	7	7	7	8	8	8	10	11	9	10	10	9	10	12	11	10	11	11	12	11	14	12	13	13	14	13	13	14	13	14	14	12	13	14	15	14	16	16	16	15	15	13	15	13	15	15	16	15	16	18	16	15	17	18	18	16	17	17	17	18	20	17	19	14	19	18	18	18	18	19	19	19	19	22	22	20	21	19	19	21	22	20	21	21	22	21	22	22	22	24	23	23	22	24	23	24	25	25	25	26	29	0	3	1	2	2	3	3	6	7	2	5	6	7	2	9	19	10	14	6	13	7	17	6	20	17	18	11	8	21	23	22	40	41	22	24	24	28	27	37	10	22	34	24	25	29	31	32	32	32	28	38	40	32	39	39	40	41	42	49	52	47	48	52	49	53	64	55	29	47	49	64	40	56	59	60	60	54	61	48	70	70	92	68	68	75	75	54	73	78	80	80	57	84	87	87	84	90	103	84	84	77	84	91	99	97	103	96	103	108	1	1	1	1	1	2	2	2	1	2	2	2	1	3	2	1	1	1	2	1	2	2	3	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	3	2	1	2	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2
