step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-6209.464610494582303	-6216.320098445541589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.967264618752286	-2	13	15	20	23	23	26	33	30	35	35	35	36	39	37	44	43	39	41	43	43	43	43	43	46	44	47	47	49	47	48	47	48	49	51	51	52	51	54	60	57	51	60	52	59	57	56	62	59	57	60	55	59	63	65	63	63	64	60	60	67	63	65	62	62	64	69	70	65	66	67	73	76	72	79	73	69	69	78	76	75	75	77	79	78	83	87	79	86	82	85	87	88	85	88	87	91	90	91	92	95	99	107	97	101	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	4	5	6	6	6	6	6	7	7	7	8	8	7	7	8	8	8	8	8	8	8	8	8	9	8	9	8	9	9	9	9	9	9	10	11	10	9	11	9	10	10	10	11	10	10	11	10	10	11	11	11	11	11	11	11	12	11	11	11	11	11	12	12	11	12	12	13	13	13	14	13	12	12	14	13	13	13	13	14	14	14	15	14	15	14	15	15	15	15	15	15	16	16	16	16	16	17	18	17	17	18
500	-1182.756179002684348	-1189.611666953643635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.318628762429580	-7	14	12	18	19	21	21	33	30	29	34	34	35	24	32	43	39	38	41	39	41	41	40	44	44	37	46	47	46	48	47	47	47	48	52	51	51	51	55	58	53	51	58	53	49	55	54	52	57	57	55	39	53	63	58	61	61	58	59	57	62	65	66	64	61	51	61	67	63	63	65	68	77	69	78	69	68	63	81	74	76	76	76	68	77	85	78	77	85	83	86	88	86	81	90	85	91	89	86	93	91	99	105	97	101	104	0	1	1	3	3	5	3	4	6	4	9	7	5	3	6	21	8	7	9	9	2	12	12	15	12	3	3	18	12	19	22	23	17	14	3	27	18	23	27	25	18	11	52	45	12	17	32	31	45	51	14	0	12	18	30	3	14	23	36	36	15	43	60	52	55	21	15	17	59	43	2	46	67	0	61	49	36	3	17	44	52	77	4	67	76	17	0	57	85	46	52	17	76	55	76	79	52	15	67	76	96	25	27	70	61	67	1	3	4	1	1	1	2	2	2	2	1	2	3	2	2	1	2	3	2	1	5	1	1	3	2	5	6	2	3	2	2	1	2	5	6	1	1	3	1	3	3	2	5	2	2	3	2	2	1	1	8	1	4	5	2	8	8	3	2	1	7	2	2	9	1	2	6	5	2	1	7	3	2	1	3	2	3	9	8	4	12	2	15	2	2	11	1	3	2	7	15	11	4	3	4	1	17	10	6	6	2	8	9	8	11	9
1000	-1070.491706180574056	-1077.347194131533342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.343127639442333	-4	10	14	19	24	21	27	31	24	31	36	34	36	33	40	43	42	41	36	45	42	41	43	36	39	42	47	45	49	38	44	46	47	48	52	50	53	51	56	59	57	53	53	54	55	57	57	50	46	56	53	39	58	63	64	62	53	64	58	63	55	65	57	56	62	55	71	68	67	64	64	66	78	64	71	64	69	70	76	77	76	74	75	79	75	84	85	77	85	80	87	84	81	83	85	87	92	88	90	92	96	98	105	96	97	105	0	1	2	3	6	3	6	3	6	3	7	7	9	4	12	14	4	24	12	9	14	19	24	12	24	14	17	24	18	7	22	25	14	27	9	4	31	28	26	18	24	9	52	15	15	16	44	31	7	17	17	0	35	44	13	66	16	40	51	14	49	43	14	52	45	51	55	33	59	64	16	17	76	0	61	30	59	14	17	55	52	59	57	67	55	46	0	78	55	17	52	69	67	61	84	90	52	44	95	30	96	94	96	64	84	67	1	1	1	1	1	1	2	3	1	3	2	1	3	3	1	2	5	2	1	3	2	1	2	1	1	2	1	2	2	3	1	3	2	1	5	6	2	2	3	4	3	5	4	2	2	3	1	1	2	3	3	1	1	2	5	1	2	2	1	6	2	3	3	3	1	1	2	3	2	1	5	2	2	1	3	4	2	7	6	2	12	3	5	2	3	4	1	1	5	4	14	3	2	6	1	1	16	4	1	11	2	3	3	8	3	6
1500	-997.175756799265400	-1004.031244750224801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416688026801295	-1	7	10	21	25	21	22	31	30	34	36	28	36	38	36	44	44	31	40	41	40	37	39	42	46	45	41	46	43	44	49	43	46	50	48	46	55	49	48	60	57	48	56	47	56	50	54	61	59	51	56	39	58	59	67	60	64	62	56	51	62	61	64	61	59	55	70	72	61	60	67	63	73	68	77	65	69	70	73	74	76	67	77	80	75	84	86	80	83	75	86	85	87	83	79	84	92	91	86	87	95	98	100	96	99	98	0	1	2	1	6	1	6	4	5	8	9	6	9	4	18	14	14	6	13	13	8	7	12	18	18	8	8	23	18	15	22	23	27	21	19	27	22	44	26	41	23	11	52	15	12	14	23	37	15	33	36	0	19	19	15	66	51	40	60	36	44	43	51	52	15	60	76	50	60	43	66	33	23	0	76	53	59	57	33	61	52	59	66	73	67	90	0	14	95	68	52	82	75	76	76	90	52	94	95	49	96	98	101	64	98	94	1	1	1	4	1	3	1	2	1	1	1	1	2	4	1	1	1	2	1	1	1	2	3	2	2	1	2	2	3	2	3	1	1	2	2	2	3	1	1	1	3	2	3	1	4	2	2	2	5	1	3	1	2	4	5	1	3	1	1	1	3	1	2	4	3	1	1	4	2	1	2	3	7	1	3	1	2	1	4	3	9	2	2	1	1	3	1	7	1	1	13	4	2	5	2	2	15	1	2	4	2	2	2	6	2	2
2000	-961.388399825143892	-968.243887776103293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448017434979109	-7	10	16	20	21	20	23	32	31	36	33	33	31	37	31	43	44	35	35	38	40	40	40	43	46	47	48	48	47	49	45	49	47	49	50	48	50	53	51	55	58	49	61	50	57	59	54	62	56	52	55	39	58	62	66	65	64	64	60	54	65	62	60	55	63	54	67	69	61	64	65	72	75	74	79	69	67	69	73	73	75	71	72	75	75	83	76	73	87	80	83	82	81	81	89	87	94	88	92	92	94	99	109	97	93	101	0	1	2	2	3	3	6	4	5	13	13	7	6	8	7	14	8	13	7	10	10	9	18	18	18	21	21	12	12	22	22	24	8	16	42	14	22	23	21	28	40	9	52	24	44	17	32	37	44	33	36	0	18	15	29	66	36	30	36	14	45	64	66	52	29	36	49	17	51	64	63	68	45	0	76	30	59	66	46	54	52	69	66	67	76	90	0	77	94	68	52	82	75	75	93	86	52	75	93	67	96	99	101	91	98	95	1	3	2	1	1	1	1	3	1	2	1	2	3	1	1	1	2	1	2	1	1	2	1	2	2	1	2	2	3	3	2	1	5	1	1	2	2	2	2	1	1	2	3	1	2	3	1	2	1	1	2	1	6	5	3	2	3	4	1	4	2	1	1	4	2	2	2	4	2	2	1	1	2	1	2	2	2	3	3	3	8	2	3	1	2	1	1	1	1	1	11	2	1	1	2	1	15	1	2	3	2	1	1	2	1	2
2500	-929.857932797013859	-936.713420747973259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440161522447837	-2	10	12	15	23	23	26	29	27	34	31	30	33	40	35	44	41	37	34	44	41	43	39	44	42	43	50	45	50	48	36	48	48	50	46	47	54	48	49	55	56	50	57	50	53	57	56	60	60	57	56	42	58	62	58	63	62	63	60	57	64	64	58	54	62	56	70	68	66	66	69	73	77	73	78	74	64	69	79	76	77	75	77	80	79	82	89	80	83	79	85	82	88	82	89	89	91	86	85	92	95	98	102	95	97	102	0	1	1	3	3	3	6	2	5	8	6	7	9	8	12	14	8	12	12	19	8	31	19	18	15	17	21	23	24	12	12	23	8	17	11	14	22	23	26	24	44	7	64	25	15	17	32	37	15	33	36	0	44	25	30	36	63	23	63	36	24	64	36	52	37	36	45	50	36	64	51	33	54	0	76	45	59	56	33	49	52	59	78	67	67	90	0	51	67	72	52	82	75	67	99	86	52	84	84	75	86	98	86	81	98	100	1	2	3	1	2	1	1	4	1	1	2	1	1	2	2	1	3	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	4	1	3	2	2	3	2	3	1	2	2	4	2	1	4	1	2	1	1	4	3	2	1	3	1	2	2	2	3	2	2	2	2	2	3	2	2	3	2	1	1	2	2	1	5	2	7	2	2	2	1	1	1	3	2	1	11	1	2	2	1	2	14	1	1	3	2	3	4	3	2	2
3000	-941.116362821633629	-947.971850772593029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553802741919004	-3	7	15	21	23	22	26	32	28	33	34	29	38	37	32	43	34	38	36	42	40	45	46	44	43	45	49	46	44	41	49	49	48	49	48	50	54	45	57	56	48	50	61	41	48	59	58	57	53	55	55	48	54	57	62	62	64	57	55	61	68	61	67	55	60	65	69	64	67	59	64	69	72	67	77	71	66	69	79	76	74	75	79	80	80	79	86	79	88	73	82	86	90	82	89	87	92	80	84	90	94	100	105	99	98	98	0	1	2	3	3	3	5	5	3	4	9	6	19	3	9	10	8	15	6	9	17	19	29	18	12	10	14	24	18	12	22	30	17	10	30	10	31	44	26	28	28	35	64	15	7	14	32	31	12	33	14	0	45	44	24	51	51	28	36	14	54	52	57	52	45	56	45	33	51	64	59	46	61	0	76	55	59	66	33	73	64	51	78	75	76	90	0	82	76	72	70	57	99	84	99	86	64	49	84	75	86	105	96	81	98	93	1	2	1	1	1	2	1	2	2	2	1	2	1	4	1	3	1	2	2	3	1	2	1	1	2	1	2	1	1	3	1	2	2	2	2	3	2	1	2	2	1	1	1	2	3	5	2	1	6	1	2	1	1	2	4	1	2	2	1	4	2	2	1	2	2	1	3	2	2	1	2	2	1	1	1	1	2	1	6	1	5	3	2	1	1	1	1	1	3	1	6	4	2	1	2	2	12	2	1	2	3	1	2	6	2	2
3500	-890.348549706415270	-897.204037657374670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518745596325731	-3	3	10	18	20	22	27	27	29	32	31	31	36	36	35	46	41	37	41	35	42	40	39	45	45	42	35	47	48	48	43	41	48	49	50	50	48	50	53	59	57	53	58	52	59	56	54	59	61	53	54	44	60	62	62	56	61	64	60	49	68	62	67	54	56	60	68	67	67	67	65	71	75	69	75	72	71	69	79	75	76	77	75	75	79	81	84	76	78	79	86	86	87	85	86	87	90	88	91	92	95	98	102	97	101	101	0	1	2	3	3	5	6	5	6	8	6	7	9	8	12	14	14	15	12	9	27	12	18	18	18	27	8	23	25	15	22	7	17	21	13	14	31	23	21	28	28	9	64	15	25	33	32	37	44	33	36	0	47	44	30	36	36	28	36	14	55	43	51	52	30	56	55	17	57	43	66	46	61	0	67	67	59	71	33	54	64	59	57	76	76	90	0	77	55	72	70	77	84	67	84	90	52	85	95	76	86	98	96	70	98	99	1	2	1	3	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2	2	4	1	2	2	2	2	1	2	1	1	1	2	2	3	1	2	3	1	2	1	1	3	1	1	1	1	5	2	1	1	3	2	1	2	1	2	1	5	3	5	2	3	1	2	1	1	1	1	1	4	2	2	2	2	2	11	2	1	3	2	2	2	6	2	2
4000	-903.727264677927224	-910.582752628886624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532769483277622	-1	3	16	19	19	24	27	32	31	36	35	29	31	40	34	38	35	36	34	44	41	42	41	42	42	40	45	46	47	43	45	49	48	48	44	45	51	43	53	62	56	49	61	53	53	54	55	55	56	58	61	55	55	62	64	58	63	61	56	52	65	60	62	61	62	64	67	61	62	61	66	73	69	64	77	72	66	68	71	73	74	66	77	79	80	83	88	77	86	80	85	87	82	82	87	85	91	91	87	92	93	98	107	95	100	102	0	1	2	3	3	5	6	4	6	4	9	7	12	16	12	8	4	15	12	30	16	19	18	18	18	8	10	23	18	15	22	30	17	21	9	17	31	19	27	18	28	9	52	25	23	17	32	31	25	33	36	0	24	25	30	36	36	28	36	36	54	52	60	52	29	60	40	46	36	52	69	68	65	0	67	54	69	51	68	73	52	51	82	75	67	90	0	63	94	72	64	83	75	75	93	72	62	75	93	93	86	98	101	97	100	98	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	3	2	1	1	3	1	2	1	2	1	2	4	2	3	1	2	2	3	2	2	3	4	2	1	2	3	3	2	2	4	2	2	1	2	2	1	4	2	1	2	2	1	1	2	1	1	2	2	1	2	3	2	3	2	3	1	2	1	1	2	1	2	5	3	1	1	1	3	4	3	2	2	2	1	3	1	1	2
4500	-862.925035377860354	-869.780523328819754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561263852278233	0	10	16	22	25	20	26	30	25	34	34	36	32	37	39	42	42	37	30	37	41	38	40	41	35	45	34	48	49	46	44	48	49	51	51	51	50	53	51	60	54	42	60	52	58	43	54	58	58	53	56	54	59	61	64	63	64	63	58	48	69	61	61	58	61	58	64	67	64	63	63	73	77	68	71	72	69	61	78	69	72	75	73	77	76	79	87	78	82	76	82	89	91	85	86	87	92	86	87	94	94	99	104	96	101	102	0	1	2	3	6	3	6	4	6	8	6	19	6	8	12	14	10	25	7	11	27	12	12	25	19	8	8	23	18	7	22	24	46	21	42	14	31	29	26	45	28	13	52	15	15	14	32	37	44	33	60	0	29	18	12	66	51	40	36	8	12	52	51	52	44	36	44	46	60	64	66	68	80	0	61	30	51	66	68	54	70	59	78	75	61	90	0	77	85	68	70	71	99	89	75	86	81	76	75	93	86	98	101	97	98	93	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	2	2	4	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	2	5	4	2	2	1	2	2	6	2	1	1	1	1	2	3	2	1	2	1	2	1	1	3	3	1	2	2	2	2	3	2	2	1	1	2	1	2	3	5	1	1	3	1	4	2	2	1	2	2	2	2	3	2
