step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-5647.135360933033553	-5645.673278848515110	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.844367642630239	0	1	3	5	5	8	7	10	8	9	11	10	10	11	11	13	12	12	13	12	11	14	15	13	12	14	16	14	14	14	14	15	14	15	14	17	16	15	18	18	17	16	17	17	17	17	19	18	19	17	18	17	19	18	18	21	19	20	19	18	20	20	20	20	20	19	19	20	20	22	20	21	21	21	20	24	22	22	22	23	22	23	22	22	22	22	23	22	22	24	22	24	23	23	25	23	24	24	25	26	26	26	27	27	27	27	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	4	5	4	5	6	5	5	6	6	7	6	6	7	6	6	7	8	7	6	7	8	7	7	7	7	8	7	8	7	9	8	8	9	9	9	8	9	9	9	9	10	9	10	9	9	9	10	9	9	11	10	10	10	9	10	10	10	10	10	10	10	10	10	11	10	11	11	11	10	12	11	11	11	12	11	12	11	11	11	11	12	11	11	12	11	12	12	12	13	12	12	12	13	13	13	13	14	14	14	14	15
500	-1189.164016613235390	-1186.694371986379110	-2.469644626856189	0.000010012596583	0.000036701056185	3.665488355501175	0.226758097509909	1	2	4	4	5	8	6	10	7	8	11	8	9	10	12	13	13	9	13	12	10	13	16	11	12	14	16	12	14	15	13	12	13	16	11	18	17	14	17	16	17	16	18	17	18	17	18	19	18	16	18	15	19	18	18	22	20	19	20	19	20	20	21	20	20	20	20	21	21	23	20	21	22	21	20	25	23	23	23	23	21	23	23	23	22	22	24	22	22	25	23	24	22	24	25	24	24	24	25	27	26	27	27	27	28	28	27	0	1	2	2	4	4	5	6	4	4	7	4	10	7	6	12	24	4	13	14	12	11	52	13	21	28	38	4	21	21	35	11	25	28	13	27	26	28	33	32	32	33	42	35	5	18	27	35	18	32	33	35	35	44	18	32	52	18	35	35	50	7	32	40	35	35	31	6	35	18	18	35	35	52	32	35	32	40	40	32	32	7	40	35	35	28	60	50	18	35	54	4	4	35	41	18	35	31	35	14	41	35	84	35	52	40	18	1	1	1	1	1	3	1	1	1	2	2	2	1	2	3	2	2	4	2	1	1	2	1	1	1	2	1	4	3	2	1	1	1	2	1	1	1	2	2	4	4	2	1	4	9	4	1	7	4	3	2	2	6	1	5	7	3	4	4	4	3	10	6	2	5	5	4	10	10	8	7	8	9	2	6	10	9	5	4	6	4	11	5	7	6	6	3	5	8	9	3	11	9	10	7	11	7	10	8	13	6	9	3	8	7	12	10
1000	-890.660530318353267	-888.813800367811723	-1.846729950541512	0.000010059741074	0.000019654133658	1.953741504294209	0.317339328591005	0	2	3	4	5	8	7	11	8	10	10	9	10	11	11	13	13	12	14	12	10	14	16	12	12	13	17	14	15	15	14	13	14	15	11	17	17	16	18	18	14	16	17	17	17	17	18	19	19	15	18	16	20	18	17	21	20	20	19	17	20	20	21	19	20	19	19	19	21	22	21	21	22	20	21	25	22	23	23	22	22	23	23	21	23	22	23	21	19	24	22	25	24	24	25	24	24	25	25	26	27	25	27	26	28	27	29	0	1	2	3	4	4	5	6	4	6	7	4	9	7	9	12	24	6	13	14	12	7	31	13	21	18	28	18	21	21	35	20	21	18	13	28	26	28	33	50	32	33	33	35	38	18	28	52	46	32	33	35	44	60	34	32	52	68	54	35	50	32	41	40	35	35	35	18	35	47	49	54	35	48	41	35	50	50	63	41	62	32	56	35	52	36	74	50	36	31	67	41	49	35	41	55	67	35	69	64	95	35	102	99	73	22	68	1	1	1	1	1	3	2	2	2	1	2	2	1	2	2	2	1	2	2	1	1	5	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	3	1	2	2	2	1	1	2	2	2	1	1	4	1	1	1	3	2	4	4	1	5	3	5	4	9	2	1	2	8	1	4	10	4	4	1	5	1	7	1	5	5	3	2	2	2	6	1	6	3	9	7	5	3	11	2	5	1	8	1	1	4	7	7
1500	-754.328190286890390	-752.428844103055553	-1.899346183834876	0.000010105495487	0.000021069552677	2.084959881847193	0.469076584705775	-1	2	3	4	5	9	6	11	9	9	11	10	10	12	11	14	13	11	13	10	11	15	15	12	12	14	16	14	14	14	13	14	14	15	11	18	16	15	18	19	16	15	18	14	17	18	19	19	18	17	18	18	19	17	19	20	16	21	20	18	20	20	21	19	20	16	19	19	20	23	21	20	21	21	21	25	22	22	22	23	22	24	22	22	22	23	23	21	22	24	21	23	24	23	25	23	24	25	25	27	26	27	27	28	27	27	28	0	1	2	2	4	5	5	9	4	4	7	6	10	20	9	12	24	6	13	7	12	11	31	13	21	18	28	18	21	21	35	14	25	28	13	18	26	18	33	50	32	25	33	35	26	28	28	52	37	32	33	35	66	44	46	50	44	68	60	54	40	41	41	50	66	44	54	45	35	47	49	54	35	52	41	67	40	61	41	62	63	32	64	66	35	36	74	40	68	59	67	63	71	44	63	68	54	35	53	64	95	99	76	99	99	64	96	1	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	4	2	2	2	2	1	2	2	2	1	2	2	1	1	2	2	3	3	2	1	2	1	2	2	1	1	2	2	1	2	1	2	1	6	2	2	2	5	1	2	5	2	1	3	2	1	6	2	4	6	3	2	1	2	2	1	2	2	4	4	2	4	9	3	5	1	1	1	2	1	7	3
2000	-674.964393627927393	-672.696383151494274	-2.268010476433146	0.000010072579365	0.000030908851193	3.068613318683524	0.614640903025409	0	2	4	5	6	8	8	8	7	9	12	10	10	12	11	13	13	12	11	13	11	15	15	11	12	15	16	14	14	15	15	14	14	15	13	16	17	13	18	18	17	17	18	16	16	17	20	17	20	16	19	16	19	17	19	21	20	20	19	19	20	19	20	20	20	18	20	21	20	21	20	21	22	21	21	24	23	22	21	23	23	24	22	23	23	22	23	23	23	24	22	24	23	22	26	23	24	24	25	24	27	26	27	27	27	28	29	0	1	2	2	4	9	5	9	4	6	7	8	10	7	7	12	24	4	13	14	12	11	35	13	21	28	28	18	21	21	35	20	25	18	13	28	26	18	33	50	32	33	42	35	38	27	27	35	37	32	39	35	35	44	45	50	66	45	48	54	50	41	41	40	59	52	60	36	59	27	37	54	44	44	62	60	61	40	62	62	62	41	64	57	73	70	65	56	68	69	72	75	71	67	79	68	69	52	65	83	95	99	99	99	99	64	96	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	4	2	1	2	1	3	1	2	3	3	1	2	1	1	1	1	1	2	1	2	2	1	3	1	2	6	2	1	1	1	1	1	1	6	4
2500	-666.946204659168302	-664.957518926243438	-1.988685732924889	0.000010130493828	0.000023424427649	2.312269080503693	0.619265588600777	-1	1	3	5	6	8	7	10	8	7	11	9	10	11	11	12	13	12	14	12	11	15	16	12	12	14	16	13	13	15	15	14	14	15	13	17	17	15	19	18	18	16	17	16	17	17	18	19	19	17	17	17	18	18	18	21	19	20	20	19	20	20	21	20	18	20	20	20	20	21	20	20	21	19	21	24	23	22	22	23	22	21	22	22	21	22	23	22	22	23	22	25	24	24	26	23	24	24	24	25	27	26	27	28	26	28	30	0	1	2	3	4	4	5	9	4	4	7	4	6	7	9	8	24	4	13	14	12	14	31	13	21	18	28	18	21	21	35	14	25	18	13	28	26	18	42	50	32	33	42	35	38	38	28	35	37	32	33	35	35	44	46	40	35	38	60	54	40	41	41	40	35	52	65	38	52	47	49	65	65	52	41	67	61	61	63	41	41	41	64	57	57	70	74	50	68	57	65	75	71	69	79	89	69	87	65	83	95	99	99	99	99	64	96	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	2	2	1	2	1	2	2	2	1	1	2	2	2	1	1	2	3	2	1	1	2	1	2	1	2	1	1	3	2	2	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	3	1	2	1	3	2	1	1	2	2	1	6	4
3000	-638.825554700679390	-636.912113693518904	-1.913441007160444	0.000010117038751	0.000021452426806	2.120425485516860	0.676063600972384	0	1	4	5	6	8	8	9	6	9	12	10	10	11	11	11	13	11	13	13	12	14	15	12	13	14	16	13	14	13	14	15	14	15	13	18	17	15	18	18	18	17	17	15	17	16	20	18	19	17	17	17	18	18	19	20	20	19	19	15	20	21	20	20	21	20	20	20	20	22	19	20	22	22	21	21	21	22	23	22	22	23	22	22	21	22	24	22	22	23	22	24	23	23	24	24	25	23	25	26	25	26	28	27	27	28	30	0	1	2	3	4	9	5	9	4	6	7	8	10	7	4	12	24	10	13	14	16	11	31	13	21	18	26	18	21	21	35	20	25	18	13	27	26	28	33	50	32	33	33	35	38	28	27	52	37	32	33	44	44	60	46	40	48	28	60	35	50	41	41	40	53	44	60	58	54	47	37	60	53	53	63	54	56	61	63	41	63	41	64	66	57	27	74	56	68	67	72	75	71	54	79	68	90	73	57	83	79	99	104	99	99	83	96	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	3	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	3	2	1	2	1	1	2	2	1	1	1	1	1	5	3
3500	-620.289421471452329	-618.385019188430988	-1.904402283021284	0.000010217612109	0.000021433137833	2.097666030377580	0.714672209787840	-1	1	3	5	6	7	8	11	9	8	10	9	11	11	11	13	13	12	13	12	11	15	16	12	12	14	14	14	14	13	15	15	14	15	14	17	16	15	18	19	17	15	16	17	18	17	19	18	20	18	18	17	18	17	18	20	19	18	19	19	20	20	19	20	20	19	20	20	21	22	20	21	20	21	21	24	22	22	22	23	22	24	23	22	22	22	23	23	23	23	21	25	23	22	25	23	24	24	25	25	27	26	27	27	27	28	28	0	1	1	3	4	4	5	12	6	6	7	4	10	7	9	12	24	9	13	14	12	11	31	13	21	18	18	18	21	21	35	14	25	18	13	27	26	18	42	50	32	33	33	35	38	18	18	35	37	32	33	35	35	35	28	50	52	28	54	44	50	41	41	40	66	44	54	58	60	47	37	59	48	66	63	67	61	61	62	63	63	62	64	54	66	47	44	56	68	69	60	75	71	54	79	68	90	48	84	83	95	99	99	99	99	83	96	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	3	2	1	2	2	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	3	2	1	2	1	2	1	1	2	2	2	2	1	1	3	2	1	2	1	1	1	1	2	2
4000	-654.893085158867279	-652.870715036017941	-2.022370122849288	0.000010543471857	0.000025300393225	2.399626381965688	0.721621931131447	0	2	3	5	6	8	7	11	9	9	11	10	10	11	11	13	13	12	14	13	12	15	16	12	13	13	16	14	14	14	15	15	14	16	13	15	16	14	18	19	16	16	18	17	16	17	19	18	19	17	18	18	18	18	19	21	19	18	20	19	19	19	19	20	20	16	19	20	21	22	20	20	21	19	20	23	22	22	21	23	22	21	22	22	22	22	24	23	23	23	20	23	23	22	25	22	23	21	24	27	26	26	27	28	26	27	30	0	1	2	3	4	4	5	9	4	4	7	4	10	7	9	12	24	4	13	14	12	14	31	13	21	18	36	18	21	21	35	20	25	36	13	28	26	18	33	50	32	33	42	35	38	27	27	35	37	32	33	35	35	66	46	50	66	28	54	54	50	41	32	50	53	35	54	58	54	47	49	60	57	44	62	54	62	61	62	63	63	62	64	57	73	47	74	56	68	72	54	75	71	59	79	68	69	44	84	83	79	99	99	99	99	83	89	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	3	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	3	3	1	2	2	1	3	4
4500	-637.596876849018372	-635.792241177671144	-1.804635671347258	0.000011466333812	0.000021212201902	1.849955029249088	0.577368441048153	-1	2	4	4	5	7	8	10	7	9	11	11	10	11	10	13	11	11	12	13	10	14	16	14	13	15	16	13	15	15	15	15	14	15	14	17	16	15	18	19	16	16	18	16	17	16	19	17	18	17	18	17	20	19	17	19	18	19	19	16	21	20	19	20	21	19	18	20	20	21	20	22	21	21	20	24	22	22	21	23	23	22	22	22	21	23	23	22	22	22	22	24	24	23	24	23	25	24	25	27	26	27	28	27	27	27	30	0	1	2	2	4	4	5	9	4	6	7	8	10	7	9	12	13	6	13	14	9	11	31	17	21	28	28	18	21	21	35	20	25	18	19	28	26	28	33	50	32	33	42	35	38	18	27	35	37	32	33	44	35	60	46	50	35	38	60	35	50	41	32	50	48	35	60	58	57	27	49	67	66	57	63	59	61	50	63	62	63	41	64	48	66	70	74	56	68	66	57	75	71	67	79	68	90	84	65	83	79	99	104	99	99	83	96	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	3	1	2	1	2	2	1	2	2	1	1	2	1	2	1	2	2	2	1	3	3	2	1	1	3	1	2	1	2	1	2	1	2	1	2	2	3	1	2	1	1	2	1	2	2	2	2	3	3	2	1	2	1	1	3	3	1	1	1	2	3	3
