step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-11286.634820986442719	-11285.172738901923367	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.365266036039087	1	10	14	21	16	18	24	24	24	20	23	20	26	30	32	35	31	35	31	31	30	29	31	33	30	36	30	34	32	33	35	32	36	34	33	34	34	37	37	41	38	39	38	41	44	39	38	42	43	46	45	47	44	42	44	42	46	52	45	43	45	52	52	48	52	49	50	51	53	61	55	51	55	58	56	54	57	59	53	55	61	64	66	64	61	63	61	60	75	66	61	62	69	75	67	67	68	69	73	76	74	74	74	72	75	77	77	80	81	85	88	92	89	85	99	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	3	3	4	4	4	3	4	3	4	5	5	6	5	6	5	5	5	5	5	6	5	6	5	6	5	6	6	5	6	6	6	6	6	6	6	7	6	7	6	7	7	7	6	7	7	8	8	8	7	7	7	7	8	9	8	7	8	9	9	8	9	8	8	9	9	10	9	9	9	10	9	9	10	10	9	9	10	11	11	11	10	11	10	10	13	11	10	10	12	13	11	11	11	12	12	13	12	12	12	12	13	13	13	13	14	14	15	15	15	14	17
500	-1611.523586344385876	-1609.546746467674893	-1.976839876710953	0.000009972648387	0.000022755312899	2.281772305255183	0.253378206920066	2	2	11	14	8	15	24	23	24	20	9	8	21	30	32	32	26	34	29	22	15	21	19	34	27	33	30	35	30	27	24	34	26	32	23	18	35	35	36	31	41	34	37	41	38	37	37	41	41	43	35	47	47	42	46	37	32	54	46	44	44	50	37	46	49	47	48	53	50	63	55	46	49	60	54	54	41	43	54	55	61	65	64	63	63	62	63	45	76	66	60	64	69	76	67	61	68	70	72	78	70	71	68	74	76	77	76	72	81	85	89	92	89	83	97	0	0	2	2	2	0	3	5	22	6	0	0	6	30	22	6	21	6	11	12	11	4	6	22	20	33	36	29	17	21	23	15	13	6	22	12	26	13	31	6	18	35	0	12	30	31	33	36	16	26	31	37	36	24	42	30	33	37	35	31	34	35	57	31	37	26	21	24	36	57	37	36	24	80	16	66	57	63	57	88	57	21	24	78	88	79	78	26	77	21	55	63	78	88	77	77	77	63	103	0	63	77	78	78	78	77	78	77	78	77	78	77	77	78	78	1	1	2	3	2	1	2	4	1	2	1	1	2	1	2	3	2	4	2	4	3	1	1	2	1	2	2	2	1	3	1	1	1	3	1	2	1	2	3	3	1	2	1	8	2	2	1	4	3	3	3	3	7	2	3	3	2	4	5	7	3	5	1	5	3	3	5	5	7	7	6	4	4	1	3	1	1	1	5	3	7	14	10	5	4	2	7	3	11	12	4	8	5	7	5	2	6	8	1	1	9	7	4	14	8	7	8	7	9	10	12	13	12	8	14
1000	-1382.632930186710837	-1380.465329847972498	-2.167600338738227	0.000009947787848	0.000027734119637	2.787968547482315	0.317217048280127	-6	-3	15	19	17	15	20	10	26	19	21	20	28	33	33	33	29	25	29	22	29	21	29	28	28	25	29	32	34	27	30	31	33	27	26	22	32	38	36	40	38	36	36	40	35	34	36	42	37	41	46	47	42	38	42	39	37	54	43	39	45	49	39	49	43	49	45	51	51	59	49	50	52	51	56	52	42	43	51	53	63	66	65	55	56	61	61	46	76	67	60	55	67	72	66	51	70	69	73	78	73	75	69	71	76	77	72	76	74	83	89	90	91	87	101	0	0	2	2	2	0	3	2	22	6	0	0	6	30	24	34	4	6	11	12	30	2	34	35	20	10	36	17	28	11	18	22	26	6	22	12	26	13	31	18	33	35	0	20	30	31	13	27	34	33	46	37	36	35	42	45	26	65	42	31	49	42	57	46	37	33	56	55	48	33	37	48	35	88	37	47	57	63	57	88	57	67	55	78	88	79	78	57	77	56	68	78	84	85	77	77	96	78	103	0	78	77	92	78	84	77	92	96	84	77	84	96	77	84	92	1	1	3	3	2	1	1	3	1	1	1	1	2	1	1	1	1	3	1	1	1	4	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	3	2	3	1	1	1	4	3	2	2	2	2	1	2	3	5	2	1	1	2	3	2	2	2	2	1	3	2	1	2	2	1	4	4	2	4	1	3	2	1	1	3	2	7	11	4	4	3	2	4	1	11	7	2	5	2	4	4	2	5	6	1	1	7	8	2	7	4	7	5	4	4	9	9	11	14	8	13
1500	-1234.103839108634475	-1232.075975066620458	-2.027864042013987	0.000009948655706	0.000024015717093	2.413966047488641	0.435026367718732	2	4	15	18	15	14	26	17	24	16	19	16	27	29	31	35	26	37	27	24	24	19	28	22	27	33	30	33	35	32	31	31	36	32	30	28	36	35	34	35	36	33	37	40	35	36	35	36	42	43	45	48	46	40	39	37	37	52	44	43	41	50	42	46	49	50	49	50	54	62	51	49	55	53	54	53	43	45	54	56	61	64	67	53	62	56	61	48	76	65	59	63	68	72	67	52	70	68	73	78	76	74	71	74	77	78	79	80	72	86	79	92	90	87	97	0	0	2	2	2	0	3	2	22	6	0	0	6	21	22	23	8	10	11	12	11	8	6	22	20	13	36	17	28	21	23	24	26	10	24	12	26	6	31	10	38	24	0	20	30	31	10	27	13	26	31	37	36	24	42	45	38	37	55	46	40	55	57	31	37	47	56	42	72	40	37	48	54	88	37	38	57	63	57	88	75	45	91	78	74	79	78	57	77	67	68	84	92	80	77	77	96	84	103	0	93	96	92	93	109	96	92	97	98	96	103	96	96	105	98	1	1	2	1	3	1	2	4	1	1	1	1	3	2	2	2	2	2	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	4	1	4	1	2	1	2	1	2	3	2	2	1	2	2	4	2	2	1	1	2	1	1	2	2	1	2	2	2	2	2	1	3	3	3	2	1	4	3	1	1	3	2	1	6	2	2	2	1	2	2	11	4	1	3	2	3	4	2	4	3	1	1	1	5	2	2	2	6	4	1	1	9	2	11	12	2	8
2000	-1169.069689961914492	-1167.322790416874113	-1.746899545040319	0.000009864698081	0.000016858460456	1.708968720351533	0.480754406053433	-1	2	9	20	11	13	20	15	24	20	21	18	23	28	34	31	27	35	32	29	23	20	29	30	32	38	32	30	34	30	34	33	35	30	32	30	32	37	37	40	37	39	40	41	39	38	37	36	41	47	45	47	43	39	43	44	44	54	47	39	40	47	47	48	48	48	51	51	53	58	56	44	54	59	54	53	51	54	51	55	61	65	63	61	59	62	63	49	76	65	52	62	68	76	67	54	65	70	73	74	74	69	64	74	73	78	80	76	76	87	80	95	91	81	99	0	0	2	5	2	0	3	5	22	6	0	0	6	21	22	6	13	16	11	12	11	5	10	22	20	33	36	17	28	21	34	35	16	6	24	12	13	16	31	18	16	24	0	20	30	31	33	36	18	10	31	26	36	22	42	45	26	37	55	31	34	55	57	31	37	47	56	42	36	57	65	48	42	57	37	66	34	63	57	88	88	45	91	78	88	79	78	57	96	67	55	78	87	80	96	77	96	84	103	0	87	96	84	93	98	102	84	102	98	97	99	106	96	109	109	1	1	1	2	2	1	2	1	1	2	1	1	3	1	3	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	4	2	2	2	3	2	1	1	4	1	1	2	1	1	2	3	2	1	2	3	2	2	2	4	3	2	3	4	1	1	1	2	4	2	2	2	2	2	1	9	3	1	1	1	5	3	1	2	2	2	1	2	4	1	2	1	4	2	1	2	6	2	5	11	2	7
2500	-1089.295649292385178	-1087.569831847625437	-1.725817444759691	0.000009800378669	0.000016246866744	1.657779489157195	0.623732433853631	-7	7	12	20	15	15	22	20	20	19	19	14	24	31	32	36	27	32	31	30	25	25	29	32	32	31	31	29	33	31	32	30	28	31	27	28	35	28	38	41	40	38	36	40	41	36	38	43	42	41	45	47	47	36	44	43	46	49	46	41	44	50	48	43	47	45	50	53	54	54	54	51	54	58	56	53	49	52	55	53	62	62	65	66	61	61	60	51	76	65	59	60	64	64	65	56	64	64	76	78	72	74	71	72	74	78	78	81	73	87	85	93	91	84	101	0	0	2	5	2	0	3	2	5	6	0	0	6	21	22	18	4	10	11	12	11	9	13	35	20	33	36	17	28	21	23	35	10	10	22	12	26	10	46	34	33	35	0	20	30	31	26	36	18	26	46	26	36	35	54	45	34	37	42	46	49	42	57	31	37	47	56	62	72	57	65	48	54	88	37	47	57	63	57	88	80	67	68	78	88	79	78	57	96	82	68	78	87	80	96	77	96	92	103	0	87	97	92	93	98	89	103	97	98	97	99	106	96	98	114	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	2	2	1	2	3	1	2	3	2	2	1	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	1	3	4	1	1	1	1	2	2	2	3	2	1	1	2	9	1	2	2	1	2	1	1	3	1	1	1	3	2	2	2	2	1	2	2	2	5	2	2	6	2	2
3000	-1026.320580160542477	-1024.702636507706757	-1.617943652835681	0.000010106364517	0.000014112095876	1.396357300645088	0.638929992193901	0	8	14	22	11	15	19	21	21	21	17	19	25	27	32	34	27	31	27	25	24	25	26	34	31	31	31	30	33	33	28	31	35	34	29	29	33	33	37	39	39	41	35	39	38	34	37	42	42	42	40	46	31	41	43	44	46	52	46	42	45	48	48	48	47	45	50	49	50	62	47	49	50	56	57	52	57	54	50	54	60	63	66	63	62	57	59	52	73	67	61	62	64	71	67	61	66	65	74	76	73	75	67	70	78	78	76	68	79	86	83	88	90	87	99	0	0	2	2	2	0	3	2	5	6	0	0	6	21	22	10	11	10	11	12	11	9	10	35	20	13	36	17	28	14	6	35	26	10	22	12	13	13	31	38	18	24	0	20	30	31	26	27	6	33	31	37	36	35	24	45	26	37	42	51	34	55	57	51	37	47	56	55	48	57	37	48	42	88	58	33	57	63	57	88	80	67	91	78	88	79	78	57	95	82	68	78	87	85	96	77	96	92	103	0	87	97	92	93	98	89	103	96	98	106	99	106	108	109	114	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	2	1	2	2	1	2	1	2	1	2	3	2	2	2	1	2	2	1	3	2	1	1	3	1	1	2	3	1	1	2	1	2	2	1	2	1	1	3	2	1	1	1	2	3	1	3	2	1	1	2	2	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	2	2	4	2	2
3500	-1041.813414279765084	-1039.873124662102100	-1.940289617662912	0.000010506989658	0.000022993284318	2.188379837285464	0.658076658130570	-2	7	14	19	11	18	24	25	14	21	18	19	26	28	29	33	24	35	28	22	25	25	29	33	30	28	31	27	28	33	33	31	33	27	28	25	35	33	36	39	36	36	38	40	40	36	37	41	45	46	43	45	39	40	43	42	43	50	43	39	44	44	46	42	49	48	48	51	53	63	52	52	53	58	55	48	56	53	51	54	60	61	66	61	58	61	62	50	71	65	62	61	66	69	67	65	60	66	69	76	75	70	66	72	75	77	71	78	82	86	84	94	85	87	101	0	0	2	5	2	0	3	4	2	6	0	0	10	21	22	10	11	13	11	12	11	9	34	22	20	10	36	17	28	14	13	35	26	13	22	12	26	6	31	16	26	35	0	20	30	31	26	27	34	33	31	37	36	35	42	45	38	37	35	46	16	24	18	31	37	47	56	55	48	57	65	48	54	88	37	47	57	63	57	88	88	67	68	78	88	79	78	57	97	82	68	78	87	81	97	97	77	84	103	0	87	97	78	93	98	102	99	96	98	106	107	106	108	109	114	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	3	1	1	1	2	2	2	2	3	2	2	1	1	1	2	3	1	2	2	1	2	2	1	1	1	2	3	1	2	3	1	3	2	3	2	1	2	2	3	2	3	2	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	3	1	2	1	1	2	2	2	2	2	2	1	2
4000	-1026.464055458010534	-1024.640434853135275	-1.823620604875257	0.000010684220099	0.000020264170523	1.896644802774502	0.575378317964748	-7	8	14	18	16	16	24	19	20	21	18	19	27	29	32	34	27	32	29	24	27	25	30	31	31	35	30	34	30	35	32	33	37	34	29	28	36	34	37	41	33	36	37	33	37	34	38	41	38	48	47	46	43	37	43	40	43	53	45	40	45	53	51	49	45	46	52	52	55	57	56	47	54	55	56	56	57	54	50	56	59	63	68	61	60	60	60	48	72	68	57	63	65	72	67	65	60	67	74	67	74	73	70	75	75	75	77	79	81	83	88	89	84	83	88	0	0	2	2	2	0	3	2	5	6	0	0	10	21	22	13	11	6	11	12	11	9	10	35	20	13	36	29	17	21	23	35	26	13	22	12	38	6	46	6	13	35	0	20	21	31	26	27	38	26	46	37	27	35	42	45	38	65	55	46	40	55	57	31	37	47	56	55	48	57	65	48	35	57	37	66	57	63	57	88	88	67	68	78	88	79	78	57	97	82	68	84	87	80	97	97	77	92	103	0	87	97	78	93	98	97	99	102	98	106	103	110	108	98	98	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	1	5	2	1	1	1	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	3	2	1	2	2	3	1	3	1	1	2	2	2	3	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	4	2	2	2	1	1	2	1	2	2	2	2	2
4500	-1032.492665330272985	-1030.779982781219360	-1.712682549053673	0.000012633167151	0.000020540770539	1.625939900317491	0.608741399642009	-2	6	16	16	12	16	23	23	21	21	18	18	26	27	34	25	30	34	24	23	21	26	33	32	29	30	31	34	31	33	31	33	36	28	30	28	34	35	37	43	39	40	38	32	36	39	37	36	38	43	43	45	43	40	42	43	44	52	44	41	44	50	49	46	47	49	46	47	49	62	47	45	49	60	56	53	57	54	55	54	63	61	63	63	58	62	60	52	76	65	58	59	63	71	62	69	67	66	74	76	76	75	70	74	70	72	74	80	74	82	85	87	86	84	96	0	0	5	5	2	0	3	4	5	6	0	0	6	21	22	10	20	26	11	12	11	9	13	35	20	34	36	29	17	21	13	35	26	6	22	12	13	16	31	38	34	35	0	20	14	31	33	36	18	26	31	33	27	24	42	45	16	37	55	46	49	35	57	31	37	47	56	55	72	79	37	48	24	80	26	66	57	63	57	88	80	67	42	78	80	79	78	57	97	82	68	78	87	81	77	97	77	92	103	0	87	97	84	93	98	97	103	96	98	106	103	106	108	109	114	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	1	3	1	2	2	2	1	2	1	1	3	3	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	3	1	2	1	2	1	2	3	5	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	3	1	2	2	1	1	2	2	2	1	3	2
