step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
21500	-1083.136342762235699	-1081.132137875236367	-2.004204886999375	0.000158572138118	0.000021884409727	0.138009173535936	0.482741865794213	-4	3	13	10	21	17	19	18	23	21	24	25	22	26	31	25	17	26	26	27	34	27	36	25	31	29	36	34	38	31	30	40	35	35	29	35	38	27	48	31	31	35	32	33	35	32	35	40	35	39	41	46	33	38	39	43	40	43	29	45	42	49	44	47	42	42	37	47	46	47	51	54	59	51	55	60	49	53	58	53	60	60	60	63	57	60	52	63	62	71	66	62	76	66	67	67	68	74	65	69	78	71	74	73	72	73	76	77	80	78	85	94	85	84	94	0	0	0	2	6	3	3	4	2	7	6	0	7	3	12	13	3	11	8	5	46	11	46	7	5	5	7	35	11	5	11	7	59	12	11	22	7	17	50	11	19	20	5	16	46	5	59	42	38	41	30	67	41	42	27	40	36	59	8	46	19	69	50	37	42	33	27	65	66	41	54	70	59	69	50	56	19	50	29	52	68	0	50	77	45	0	23	82	59	84	85	71	86	84	86	85	86	82	70	37	103	86	9	79	86	29	106	85	107	86	93	103	93	105	103	1	1	1	1	2	1	2	2	3	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	2	1	2	1	3	2	1	2	2	1	1	2	3	2	2	1	1	2	3	2	1	2	1	1	2	3	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	1	1	2	1	3	2	1	5	1	2	2	3	2	5	2	2	1	3	2	2	1	2	1	6	3	2	3	3	1	1	1	2	2	2	4	1	3	15	3	3	10	1	3	1	3	2	4	1	3	3
22000	-1083.918421352668247	-1082.069871924878726	-1.848549427789565	0.000186377924702	0.000030899044233	0.165787038793115	0.478545491783981	-5	8	9	12	23	14	17	20	25	20	17	21	25	24	31	29	21	29	24	27	24	29	37	26	32	31	36	36	36	30	32	34	28	35	33	34	41	30	47	29	36	27	30	38	34	34	36	35	37	35	41	43	36	40	40	37	46	43	40	45	40	41	45	46	52	35	41	42	44	46	47	53	58	50	60	59	52	49	60	53	61	55	56	64	56	58	55	60	59	69	59	63	74	64	67	73	66	64	68	69	78	74	75	66	76	76	74	77	78	79	75	95	87	92	95	0	0	0	2	7	3	6	4	4	6	3	0	3	7	12	6	10	7	8	3	7	7	3	6	17	24	5	21	42	42	16	22	19	12	11	13	24	17	33	21	33	14	40	46	16	14	33	11	48	8	18	56	19	28	29	13	51	19	33	46	41	41	59	23	40	33	36	22	61	50	54	61	74	50	58	43	41	69	71	67	23	0	69	62	80	0	31	82	77	84	80	54	86	62	86	91	86	82	77	76	106	86	22	18	95	48	81	91	107	97	86	103	97	105	103	1	1	1	1	1	1	1	2	3	1	1	1	3	1	2	2	1	2	1	3	2	3	4	2	2	1	2	2	2	1	1	1	1	2	2	1	2	3	2	1	2	1	1	1	1	2	1	4	1	2	2	1	2	1	2	2	1	3	3	2	1	1	2	2	4	2	1	2	1	2	1	2	1	2	4	5	4	2	3	2	4	1	3	3	1	1	4	1	1	1	1	4	3	2	1	3	2	2	3	2	1	3	9	5	1	9	2	2	1	3	3	3	4	3	3
22500	-1151.728941262890203	-1149.609812436354559	-2.119128826535725	0.000266740455215	0.000032602875223	0.122226961021949	0.455931530458877	-6	4	9	10	20	18	15	16	23	18	22	25	24	24	31	30	23	26	28	28	31	20	31	26	24	24	34	33	34	31	31	41	35	34	30	34	30	29	38	36	35	37	34	40	36	40	33	39	38	42	39	44	38	40	41	40	47	38	40	43	36	47	42	48	47	34	41	47	44	50	46	57	52	48	57	54	49	51	53	54	51	60	61	71	58	59	62	65	58	65	66	68	77	62	69	72	62	73	70	71	75	71	75	64	75	69	77	82	81	76	87	85	92	82	92	0	0	0	2	3	7	3	4	2	7	6	0	7	3	12	6	7	5	8	5	17	3	26	22	10	5	16	24	11	35	11	16	47	12	7	31	24	22	8	23	19	20	20	6	18	37	8	23	38	58	30	5	66	40	21	29	51	33	41	45	19	58	19	30	20	4	35	31	19	33	20	41	39	19	73	44	50	47	54	57	21	0	78	70	32	0	31	82	78	94	80	71	97	50	86	71	86	82	89	44	106	86	72	71	102	35	81	67	106	86	97	108	105	86	111	1	1	1	1	2	1	2	1	4	1	1	1	1	3	1	2	3	1	2	1	2	2	1	1	2	1	1	1	3	1	1	3	1	2	3	1	1	2	3	2	2	1	1	4	3	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	1	3	5	4	2	2	2	3	3	3	2	4	1	2	2	4	2	1	3	1	1	2	3	1	4	1	1	1	2	3	3	3	1	4	1	2	2	4	1	2	3	3	1	6	7	6	1	3	4	1	3	4	1
23000	-1116.824264701802349	-1115.139145443868074	-1.685119257934328	0.000223661743463	0.000046570086553	0.208216594542621	0.539591034092615	-3	7	8	16	23	14	21	19	26	20	18	19	21	17	30	29	24	28	26	20	31	26	32	28	30	28	36	32	29	31	23	36	34	32	27	30	41	34	44	34	35	33	31	42	34	39	36	39	39	42	40	43	37	41	41	39	45	40	36	43	42	43	40	47	47	41	40	47	43	49	56	58	56	44	52	57	49	54	56	53	52	57	59	67	58	60	61	62	63	71	49	64	78	67	73	75	63	74	67	69	78	72	61	72	72	73	80	77	81	79	87	92	88	91	97	0	0	0	2	10	3	3	2	8	6	6	0	6	3	12	5	10	14	4	6	7	13	22	5	35	10	14	3	7	11	6	7	19	12	13	22	45	43	19	18	19	29	11	18	10	28	4	40	25	41	10	36	8	18	42	42	46	59	19	40	41	58	33	46	37	58	32	43	19	50	51	66	58	47	58	28	62	74	51	36	37	0	50	75	91	0	55	82	73	84	67	71	97	62	86	85	86	82	73	79	106	86	65	65	86	27	103	104	103	86	97	107	105	113	106	1	1	1	1	1	1	1	3	1	1	1	1	2	3	2	1	1	2	2	2	2	1	1	1	1	1	4	3	1	2	2	3	1	2	2	2	1	1	2	1	2	1	2	2	2	2	4	1	2	2	3	1	2	2	2	2	1	1	1	2	2	1	1	1	2	1	1	2	3	1	3	4	2	1	1	3	1	2	3	4	2	1	4	3	1	1	3	1	2	1	1	2	3	5	4	3	1	3	1	2	1	2	1	5	2	2	4	1	3	2	5	2	2	1	4
23500	-1108.593066179086463	-1106.532532849273366	-2.060533329813167	0.000205564832325	0.000026697159530	0.129872212228513	0.520495959010585	-4	8	12	13	22	16	19	20	23	23	24	22	20	21	31	30	18	27	25	28	31	21	31	28	28	30	35	30	34	25	28	39	30	30	34	34	38	32	43	34	37	36	32	37	34	35	40	42	37	33	41	39	36	41	37	37	32	44	29	39	37	46	40	48	51	45	43	47	44	47	51	57	47	49	51	59	53	51	59	49	56	57	52	69	56	55	58	63	59	69	57	67	78	61	73	75	66	72	68	66	73	75	65	71	73	78	72	71	81	80	81	95	88	88	94	0	0	0	2	17	3	6	4	2	13	3	0	3	7	12	5	3	13	8	30	11	17	7	5	17	13	3	5	6	13	5	29	19	12	11	22	57	25	33	11	19	20	13	57	13	28	4	40	13	8	30	21	19	21	21	43	5	41	8	57	33	58	53	6	24	39	36	35	19	50	30	66	58	39	62	28	66	69	68	55	42	0	69	69	67	0	48	82	83	75	80	71	97	78	86	91	86	82	47	64	42	97	27	65	97	55	103	91	103	86	86	111	93	93	106	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	3	1	1	2	5	2	4	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	1	3	2	4	1	2	2	2	2	2	1	2	1	2	1	1	1	1	3	4	1	2	3	3	3	3	1	1	2	2	3	2	1	2	2	3	1	1	3	3	1	3	1	2	4	2	3	2	4	4	2	1	2	5	3	6	3	4	3	1	10	1	2	3	2	6	2	2	2	2
24000	-1085.024673526371998	-1082.785377681547743	-2.239295844824271	0.000194188291162	0.000021104029182	0.108678175476388	0.597319458602132	-1	11	8	14	22	12	19	20	24	20	18	25	24	26	30	28	23	28	26	26	33	27	33	27	26	30	35	32	32	28	31	39	33	34	30	34	37	31	43	35	36	33	29	38	32	38	39	45	38	31	40	46	35	39	42	41	48	42	38	43	42	45	42	49	46	46	32	48	46	48	52	54	61	46	59	56	52	53	58	50	56	56	53	65	57	61	57	65	56	70	61	67	70	60	73	75	66	72	66	69	74	71	75	66	75	82	68	80	81	82	85	90	83	85	95	0	0	0	2	6	3	3	4	2	11	3	0	11	10	12	14	7	7	8	11	30	10	26	20	17	20	29	24	20	11	20	20	19	15	20	11	40	17	41	23	33	20	7	35	30	45	53	40	11	8	5	11	8	30	54	43	32	50	50	37	19	61	41	28	40	61	5	48	50	58	36	62	89	47	77	52	47	39	57	57	40	0	69	69	80	0	40	82	83	94	80	30	86	78	86	85	86	82	89	55	107	86	107	81	102	107	37	85	107	97	86	106	105	86	111	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	4	1	1	2	1	1	2	1	1	1	1	2	2	2	1	2	3	2	2	1	1	2	3	2	1	2	1	2	4	2	1	2	1	2	2	4	2	1	2	1	1	3	2	2	1	3	1	1	4	1	1	3	2	1	2	1	5	2	1	2	3	2	2	1	5	2	2	1	2	1	2	6	3	3	3	5	1	1	4	1
24500	-1104.090536108247534	-1102.128776790086022	-1.961759318161493	0.000196787952638	0.000028481727046	0.144733082815857	0.572836025521005	-8	4	8	13	22	13	19	18	26	19	20	18	24	23	31	27	22	21	24	29	33	26	36	29	28	30	36	33	38	30	31	38	35	36	33	29	35	31	46	26	32	32	33	43	34	37	40	45	35	41	41	45	33	41	41	38	50	43	34	41	40	49	42	41	49	45	42	47	45	45	53	58	60	49	51	58	50	54	57	49	58	55	60	68	61	55	57	61	58	70	56	65	74	67	77	74	67	74	70	67	76	70	73	73	75	80	71	76	81	81	78	89	81	78	90	0	0	0	2	11	3	3	4	2	3	6	0	6	6	12	3	6	3	8	11	40	5	28	7	17	22	3	20	35	13	5	43	53	12	14	22	24	25	19	6	8	5	13	27	26	20	59	7	16	8	13	46	8	30	23	42	24	61	53	27	53	69	41	27	29	58	27	35	58	41	40	78	75	41	50	57	66	74	48	67	51	0	75	78	91	0	68	82	75	50	52	71	97	39	93	85	86	82	83	68	79	86	107	87	97	46	27	85	103	111	105	107	93	102	39	1	1	1	1	1	1	2	1	2	3	2	1	3	1	2	2	1	2	1	2	1	2	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	4	3	2	2	1	1	1	2	1	3	2	4	3	1	3	2	1	2	3	1	1	1	1	1	2	1	3	1	1	3	1	2	4	1	1	2	2	2	1	1	2	3	4	1	2	3	1	1	2	1	1	4	2	2	2	3	1	2	1	3	2	3	2	2	1	4	1	4	6	2	1	1	1	1	1	3	6
25000	-1101.608189567285990	-1099.876715791006973	-1.731473776278946	0.000197910305834	0.000038439717439	0.194227972500251	0.516288260807490	-7	10	10	14	20	14	17	20	23	22	20	22	23	26	31	27	23	27	28	30	32	29	30	27	32	25	35	33	27	30	30	35	33	35	30	34	39	32	46	33	31	35	31	44	35	38	35	42	39	37	39	44	36	33	44	36	47	38	38	45	40	44	39	40	46	45	40	48	47	48	51	55	51	51	58	60	47	57	58	48	56	57	60	70	55	58	61	64	63	70	63	66	76	68	74	71	67	72	64	71	74	74	67	66	75	76	77	79	81	82	79	93	83	83	100	0	0	0	2	7	3	3	4	2	6	3	0	3	3	12	6	5	3	8	29	10	13	16	7	10	10	23	16	6	29	10	10	4	12	14	17	28	16	33	23	8	24	7	49	14	28	8	23	24	33	30	22	19	29	27	40	46	47	33	36	47	33	53	7	30	41	36	37	59	61	18	69	58	58	72	48	61	62	18	64	71	0	74	62	13	0	65	82	78	94	67	54	97	77	97	80	86	82	72	55	81	86	65	55	97	101	103	80	107	111	102	103	111	105	85	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	3	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	2	1	1	1	1	2	2	4	2	2	2	2	1	2	4	2	3	2	1	2	1	3	5	2	1	1	1	3	5	1	2	1	2	1	3	6	2	5	1	3	1	3	2	3	5	2	3	5	1	1	1	5	2	1	1	6	1	2	6
25500	-1089.073343171842453	-1087.045854546671535	-2.027488625170979	0.000230025902878	0.000030948582939	0.134543903759564	0.587002191715894	-3	7	13	15	20	16	17	18	26	23	21	22	22	19	31	24	21	28	28	25	30	28	30	26	29	31	32	31	29	31	27	40	36	35	26	36	37	33	45	35	36	35	30	44	35	41	38	45	32	41	40	44	32	39	39	37	42	42	43	45	39	38	46	48	45	42	39	40	45	47	50	50	51	50	55	57	51	52	58	49	62	55	60	69	55	59	54	64	64	69	62	61	73	55	75	69	70	70	66	70	68	75	76	68	75	78	74	78	81	79	82	90	85	86	97	0	0	0	2	3	3	3	4	2	6	7	0	7	6	12	14	6	13	8	11	14	10	16	3	17	10	18	11	20	29	7	27	8	12	16	22	21	25	47	23	19	30	24	35	14	45	19	23	16	62	30	21	9	21	45	27	46	62	33	40	47	4	53	60	37	62	22	21	19	61	27	39	58	66	72	55	66	69	54	37	28	0	69	77	10	0	23	82	69	78	80	54	86	74	97	85	86	82	66	65	81	86	81	65	97	98	85	80	103	102	110	81	105	110	103	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	3	1	1	2	2	2	1	1	1	1	3	3	1	2	3	1	1	2	3	1	2	1	1	1	1	2	3	1	2	2	2	1	1	3	1	3	1	2	1	1	2	1	3	2	1	2	1	4	1	3	3	4	1	3	1	2	3	2	2	3	1	1	2	2	4	5	3	1	2	3	2	1	2	2	3	1	1	1	2	2	1	2
26000	-1106.892582993699534	-1104.951106317605991	-1.941476676093471	0.000266507896659	0.000039482785619	0.148148651930645	0.547470341210762	-5	10	8	14	19	14	18	19	27	20	23	24	21	21	29	25	23	27	28	26	26	29	38	28	30	25	35	34	35	30	29	39	33	30	29	32	32	30	43	34	36	31	32	43	31	37	35	47	36	41	33	48	32	39	40	40	38	45	35	38	41	45	44	47	47	38	37	46	47	45	50	53	55	49	58	50	51	51	58	52	60	60	60	69	53	58	60	62	60	71	64	64	76	66	75	75	67	75	62	69	74	68	75	64	75	77	70	73	79	81	84	82	92	85	85	0	0	0	2	3	3	3	4	2	3	5	0	7	7	12	7	14	26	8	11	7	14	21	6	6	14	37	14	20	16	16	29	8	12	11	22	25	17	41	21	9	14	20	49	35	25	53	42	38	8	21	36	8	29	46	51	28	61	8	21	47	47	50	24	28	59	5	21	47	61	54	62	61	61	62	27	39	59	54	22	46	0	77	39	56	0	64	82	77	75	87	87	86	72	102	87	86	82	77	5	81	86	100	10	97	100	48	65	103	102	105	40	111	105	100	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	1	1	1	2	1	2	1	2	3	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	4	2	4	1	4	2	1	1	1	1	1	3	1	1	1	1	2	2	1	3	3	3	1	2	2	1	1	3	4	2	3	3	3	4	1	2	5	2	1	4	1	3	2	1	1	3	2	2	2	1	3	2	6	2	2	1	5	1	1	4	4	1	2	1	6	2	1	2
26500	-1098.927658597458958	-1097.009255498230914	-1.918403099228059	0.000210662946338	0.000032064704503	0.152208563775681	0.521495789417737	-2	7	9	12	22	16	12	17	21	21	21	20	24	22	31	20	23	24	27	25	27	31	29	29	29	26	35	36	36	30	30	32	34	29	30	34	30	28	43	28	37	26	30	37	29	40	31	40	33	36	42	42	35	37	37	36	46	40	37	44	41	46	42	45	49	43	39	46	44	49	53	52	60	44	55	61	52	51	56	51	59	57	61	71	53	61	56	60	56	68	63	64	71	62	71	67	65	74	66	70	77	77	74	56	75	73	78	74	78	77	84	94	89	90	99	0	0	0	2	3	3	3	4	2	6	6	0	10	3	12	3	3	10	8	11	18	18	10	5	26	7	35	35	20	20	11	35	47	12	11	24	13	17	33	3	47	20	5	6	13	56	19	35	17	8	42	36	8	30	28	5	46	33	19	17	33	69	50	40	5	61	24	55	19	53	54	61	77	47	72	104	66	66	20	26	14	0	39	90	65	0	36	82	59	94	85	81	86	77	86	80	86	82	73	79	81	86	81	43	86	81	57	85	103	97	93	106	111	93	107	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	2	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	3	2	3	1	2	1	1	2	2	2	2	4	2	1	1	4	3	1	2	1	2	2	3	1	2	2	1	1	2	1	3	3	4	1	3	1	1	1	2	1	2	1	2	1	2	2	3	2	2	2	1	1	3	3	3	3	3	2	5	5	1	2	1	4	1	2	4
27000	-1071.737186561555063	-1069.861684904908088	-1.875501656646984	0.000236455250557	0.000037903921243	0.160300611441678	0.489432478934491	-4	8	12	13	18	17	16	19	25	21	21	23	23	25	32	28	21	26	25	28	25	31	32	29	33	24	36	36	38	29	32	34	28	36	29	31	40	32	40	37	35	34	34	42	33	40	35	47	38	38	43	46	36	38	43	38	46	40	40	46	38	45	41	46	49	43	39	46	42	45	55	57	61	51	58	57	53	47	56	51	58	61	52	65	54	60	59	65	56	68	65	68	72	63	73	67	69	70	69	63	77	72	72	67	77	66	71	80	79	80	84	86	89	87	96	0	0	0	2	3	3	3	4	2	6	3	0	7	6	12	13	3	17	8	21	3	14	11	18	17	5	24	35	42	14	24	17	8	12	11	16	24	17	33	21	19	20	21	27	10	14	8	42	25	8	42	5	8	23	49	43	16	33	19	43	33	47	47	28	40	33	17	29	47	39	30	74	50	78	69	43	70	41	45	57	68	0	58	69	68	0	57	82	66	73	68	48	86	62	86	71	86	82	75	23	107	97	100	81	86	57	52	80	103	97	97	108	93	93	107	1	1	1	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	2	3	1	2	1	3	3	2	3	2	3	2	4	2	1	1	1	4	2	2	1	2	2	1	1	2	3	3	2	2	1	5	1	4	1	3	3	1	2	4	1	2	1	2	3	2	1	2	1	2	2	3	3	2	3	1	2	2	2	3	4	1	1	2	1	3	3	4	4	1	2	2	1	2	2	3
27500	-1106.441295831209572	-1104.572798118513901	-1.868497712695571	0.000231540245066	0.000037438819298	0.161694651776496	0.597630260953398	-4	4	11	9	21	14	16	18	25	19	23	23	25	25	27	19	21	24	25	27	31	29	31	27	31	30	36	32	37	28	31	41	30	30	29	34	35	31	49	36	34	32	34	45	35	35	39	47	34	32	38	42	38	37	42	37	50	40	40	46	39	44	41	38	51	46	43	46	42	42	51	50	62	51	55	56	49	51	60	53	60	60	61	66	57	59	52	62	57	72	61	62	74	57	67	70	69	73	53	69	76	73	74	65	78	73	67	78	80	80	83	87	88	83	99	0	0	0	2	3	3	3	2	2	3	16	0	5	16	12	6	6	3	4	11	6	18	10	5	10	13	14	30	10	20	10	14	19	12	7	22	25	18	61	25	33	30	20	17	35	11	33	46	10	8	30	22	50	23	31	43	27	19	33	14	33	59	53	37	14	59	36	32	8	33	42	50	66	66	72	32	61	66	65	37	87	0	89	69	52	0	32	82	99	84	52	76	86	58	86	104	86	82	69	57	104	86	104	46	86	60	65	81	103	93	86	106	110	86	112	1	1	1	1	2	1	2	3	3	2	1	1	1	1	2	2	2	3	1	1	3	1	3	1	4	1	1	1	4	1	2	3	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	3	3	3	2	2	1	1	2	1	2	3	1	5	1	1	1	1	4	1	2	1	3	3	2	1	3	1	1	2	1	1	2	3	3	1	1	2	2	1	1	1	1	1	4	1	2	2	1	1	1	2	2	2	2	3	2	4	3	2	2	3	1	1	4	3	1	5	3
28000	-1108.974654730946440	-1107.126951895352249	-1.847702835594177	0.000171753600883	0.000028505060467	0.165964849181024	0.491479014412214	-5	7	11	10	22	17	15	18	21	22	21	24	24	23	32	29	25	28	24	27	33	29	35	28	33	29	38	33	37	31	30	35	31	33	30	33	35	32	47	30	33	36	33	40	31	34	37	44	34	40	37	41	29	39	43	33	48	37	36	41	43	45	39	49	47	44	39	38	47	47	52	54	55	50	55	61	51	50	58	49	61	60	63	65	57	59	58	63	61	70	65	63	75	61	78	72	64	75	66	69	72	70	75	65	78	74	72	76	81	83	85	89	91	89	99	0	0	0	2	3	3	3	4	2	3	7	0	7	7	12	10	5	11	4	11	16	10	6	5	17	10	3	5	20	20	6	28	8	12	11	22	24	17	58	11	8	20	6	35	5	13	41	42	45	33	30	67	8	6	43	6	28	41	19	32	33	50	53	5	42	33	5	10	8	61	28	74	66	47	62	65	50	62	64	36	55	0	73	69	52	0	48	82	77	84	67	71	86	73	102	80	86	82	69	71	27	97	107	87	86	71	60	52	103	93	105	106	110	93	112	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	1	4	2	2	1	2	1	2	2	1	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	1	1	2	4	2	2	3	2	1	1	2	1	2	3	1	2	3	3	4	1	4	1	2	3	1	2	2	1	3	2	2	1	1	3	1	1	2	1	2	2	4	2	3	1	2	3	1	2	4	2	2	2	1	2	2	2	7	4	1	2	1	4	2	4	4
28500	-1081.012562903711341	-1078.888164764638987	-2.124398139072378	0.000207050883295	0.000025172439903	0.121576104880145	0.498642883888939	-3	5	9	14	21	15	15	20	19	24	20	24	21	22	30	27	21	23	26	21	33	28	36	29	29	28	38	30	33	27	27	35	36	28	28	35	38	32	45	29	35	32	31	42	38	34	36	45	33	40	42	42	37	40	38	39	48	38	41	41	35	41	44	48	52	45	42	42	46	46	55	55	55	53	54	55	49	52	55	51	62	60	60	70	57	61	58	64	62	71	66	64	74	62	73	70	67	74	70	65	76	68	73	67	74	71	76	78	77	76	81	94	86	90	95	0	0	0	2	7	3	3	4	2	3	7	0	7	6	12	14	3	11	8	7	40	10	7	18	5	10	16	13	7	17	20	20	19	12	14	26	46	17	33	5	19	24	10	32	26	13	19	5	17	8	20	55	41	42	20	36	35	33	61	42	8	61	41	3	64	62	16	37	58	19	23	69	33	63	61	43	66	61	54	36	87	0	77	94	67	0	57	82	77	94	67	51	86	78	86	80	86	82	73	71	92	86	106	87	86	23	106	67	103	86	102	108	111	95	106	1	1	1	1	1	2	1	1	3	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	2	3	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	3	2	2	3	2	1	2	3	1	4	1	1	2	2	1	4	5	1	1	1	1	1	1	4	2	3	2	3	5	1	3	3	3	1	1	2	3	3	1	1	1	2	2	3	5	2	1	2	4	1	4	3	3	3	2	1	1	3	6	1	6	1	3	2	3	1	4	3
