step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-7722.217289740438900	-7729.072777691398187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767803008203328	0	11	7	12	9	10	11	17	18	16	23	22	20	24	28	25	25	26	29	23	30	25	25	29	28	28	26	26	29	30	35	31	28	30	36	35	41	34	32	33	33	32	39	41	35	34	39	35	36	37	36	44	40	40	39	44	41	38	44	42	43	41	40	42	47	46	44	44	46	44	46	46	48	52	55	52	48	50	49	52	47	54	51	49	52	50	54	51	51	57	53	53	58	65	56	61	60	61	62	62	69	64	72	76	79	74	74	79	82	86	86	98	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	3	3	4	4	4	4	5	4	4	5	5	4	5	4	4	5	5	5	5	5	5	5	6	5	5	5	6	6	7	6	6	6	6	6	7	7	6	6	7	6	6	6	6	8	7	7	7	8	7	7	8	7	7	7	7	7	8	8	8	8	8	8	8	8	8	9	9	9	8	9	8	9	8	9	9	8	9	9	9	9	9	10	9	9	10	11	10	10	10	10	11	11	12	11	12	13	13	13	13	13	14	15	15	17
500	-1227.034832158247127	-1233.890320109206414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.343517530389739	0	7	0	3	8	7	12	10	19	15	18	21	16	23	23	24	27	20	21	22	29	27	24	26	28	17	26	27	31	28	34	33	21	28	25	35	37	34	32	33	32	30	41	41	30	34	41	33	32	35	34	42	36	38	39	36	30	38	46	43	42	38	38	41	37	46	41	44	47	41	48	42	48	51	54	49	49	47	45	47	41	52	50	49	51	47	47	51	50	56	52	54	56	64	55	59	58	57	62	63	64	55	71	67	79	76	73	79	80	86	78	99	0	3	0	3	4	4	4	6	6	6	7	8	7	10	10	12	14	26	10	7	9	15	0	26	11	7	13	26	24	18	23	23	3	11	33	22	11	18	23	28	18	35	33	37	20	20	10	35	33	24	13	63	15	26	27	49	25	22	17	48	50	15	33	46	51	37	28	34	63	38	19	33	28	42	80	34	65	10	62	36	27	79	7	70	57	33	63	10	65	91	67	33	25	87	33	33	33	65	69	81	81	0	43	54	102	0	0	98	83	0	47	111	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	2	2	3	3	2	1	2	3	2	3	1	3	2	5	1	1	1	4	2	2	1	3	1	3	6	4	1	1	2	4	2	2	2	3	1	1	1	3	2	1	2	2	5	4	4	2	3	3	3	1	2	2	1	8	1	4	3	2	5	3	1	2	8	5	4	8	8	8	5	2	4	5	1	6	5	5	1	1	4	8	1	11	8
1000	-1026.480612830093150	-1033.336100781052437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.452194012595969	1	9	-3	5	10	7	10	14	14	18	19	22	16	17	22	25	28	24	27	23	29	24	23	29	23	26	23	21	27	27	35	30	25	29	35	35	39	30	33	28	32	31	37	40	32	29	32	37	35	32	36	41	37	38	36	42	32	34	41	40	38	40	32	43	47	48	40	43	42	41	42	48	46	51	55	50	46	50	50	45	33	52	51	51	42	37	50	52	51	54	55	53	59	66	56	63	58	53	60	62	65	53	73	71	78	74	64	78	80	75	85	99	0	4	0	3	4	4	4	6	6	6	7	6	7	8	6	10	16	13	15	13	22	14	0	30	11	7	11	4	15	13	23	23	11	11	42	10	24	30	23	28	13	25	15	27	33	26	17	42	38	26	38	45	15	46	41	38	26	22	47	48	26	47	26	26	86	56	47	26	63	30	22	52	57	48	36	61	86	67	67	58	30	78	68	18	57	81	69	67	81	78	88	52	85	97	81	69	63	65	63	95	100	0	102	68	102	0	0	100	107	0	107	110	1	1	1	2	1	1	1	1	1	3	2	3	2	1	3	2	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	2	1	1	1	2	2	1	2	2	3	1	4	2	1	1	1	2	1	1	1	1	1	2	1	3	2	2	2	1	2	2	2	2	2	2	1	3	3	1	4	1	4	2	3	2	1	2	1	1	1	1	2	3	3	1	2	3	3	1	1	3	4	2	3	5	3	2	5	1	1	1	6	4	5	1	1	3	3	1	4	7
1500	-984.027058376654850	-990.882546327614250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530649636689907	0	10	-3	3	4	10	11	15	17	15	20	19	19	20	24	24	22	23	31	16	28	27	22	29	28	26	26	24	29	31	28	31	29	29	39	34	41	33	28	33	32	32	41	41	31	32	34	36	37	36	37	43	35	37	36	40	35	35	44	41	42	37	35	40	46	48	45	45	46	44	44	42	44	53	57	50	48	44	48	49	44	55	51	40	53	50	54	48	53	54	51	49	57	67	54	59	55	59	60	65	57	60	73	70	68	70	68	71	79	74	81	98	0	3	0	3	3	4	4	6	4	2	7	9	7	8	10	10	10	2	10	7	16	14	0	11	11	11	13	7	15	13	23	23	11	11	42	22	26	27	23	28	18	33	15	49	26	26	17	42	41	33	30	63	15	46	38	51	25	22	17	42	50	47	26	33	81	41	47	34	63	38	58	63	25	60	36	61	81	62	43	71	27	78	54	30	57	65	52	67	65	88	67	63	73	99	44	69	92	89	97	95	95	0	102	66	102	0	0	100	107	0	107	110	1	3	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	5	1	1	1	3	2	1	1	1	2	3	1	1	1	1	2	3	2	1	1	3	2	1	5	2	3	2	2	3	2	4	2	4	2	1	1	1	1	3	2	4	1	5	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	3	3	2	1	1	1	2	1	3	7
2000	-949.904368406283425	-956.759856357242825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568544651380247	-16	10	2	8	6	12	10	14	17	15	18	21	20	23	30	27	26	22	29	23	30	26	25	22	27	30	24	27	27	30	35	32	31	29	31	34	34	36	34	35	30	29	38	39	36	32	36	33	33	35	34	42	41	41	39	41	42	36	43	35	44	38	37	38	40	44	43	37	44	40	46	47	47	49	51	49	46	46	49	49	47	55	45	50	43	51	54	53	50	57	49	51	59	61	57	61	60	62	54	61	64	62	73	74	80	75	76	76	82	75	84	98	0	3	0	3	3	4	4	6	6	6	7	9	7	10	6	10	10	11	10	7	14	14	0	11	20	11	18	13	10	18	32	23	7	24	42	14	34	41	23	28	18	25	29	51	20	20	16	42	33	26	18	41	15	46	38	18	25	22	47	42	20	17	26	33	13	51	47	20	63	51	58	52	57	60	14	61	65	62	78	71	65	79	68	56	25	81	69	91	65	78	67	63	85	69	89	92	99	89	69	95	95	0	102	33	102	0	0	100	107	0	107	110	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	3	1	1	2	2	2	1	2	1	2	2	1	1	1	1	2	2	2	2	1	3	2	2	2	1	2	2	1	1	3	2	1	2	1	2	2	1	1	2	4	1	1	3	1	1	1	1	2	2	3	1	2	1	3	2	1	1	2	3	1	2	1	3	1	1	1	1	2	6	2	1	1	3	2	1	2	6
2500	-945.773971330929498	-952.629459281888899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674776301249138	-6	10	1	6	9	11	10	18	16	16	18	20	18	22	25	22	21	24	27	17	28	28	25	23	30	28	24	24	25	32	35	30	22	25	37	31	34	33	28	30	28	27	39	37	31	34	24	36	34	35	35	38	38	38	36	39	42	35	44	42	44	41	39	43	39	37	42	38	44	44	41	43	47	47	55	54	48	46	47	52	42	50	48	47	53	47	48	52	51	50	51	54	55	62	57	63	60	56	55	59	61	63	71	79	80	58	72	79	79	71	83	99	0	3	0	3	3	4	4	6	6	6	7	9	7	10	10	10	10	11	8	7	14	14	0	7	13	33	13	13	10	41	23	23	11	24	42	22	11	41	23	13	18	7	29	30	33	25	17	42	18	45	38	11	15	45	18	51	25	22	47	42	45	47	52	46	44	18	47	45	63	56	36	45	57	60	19	50	86	47	62	58	65	79	45	70	57	65	63	62	86	62	62	87	85	99	89	92	69	89	87	95	98	0	102	106	102	0	0	100	107	0	107	110	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	1	3	2	1	2	1	1	2	2	1	1	3	2	2	1	1	2	2	4	2	3	2	1	1	1	2	4	1	2	2	2	2	1	1	4	3	1	3	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	2	6	3	1	1	4	1	1	2	6
3000	-899.195740380907409	-906.051228331866810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606749345243171	0	6	4	8	11	10	10	12	14	14	19	22	18	17	28	18	22	25	30	25	29	24	20	28	20	30	23	28	26	30	36	29	23	31	26	35	40	35	30	30	33	33	32	33	35	32	35	35	35	38	29	39	36	39	38	46	43	31	38	40	39	32	40	42	38	46	42	41	47	41	41	47	46	52	56	51	47	50	48	50	43	50	47	46	50	51	53	46	49	57	53	52	60	65	53	58	63	59	56	64	69	60	71	78	78	75	69	80	77	76	76	97	0	3	0	2	2	4	4	6	6	6	7	9	7	10	10	10	10	13	10	13	14	14	0	20	7	33	13	7	10	18	39	23	11	24	25	22	24	27	23	28	18	35	15	13	33	33	15	35	18	24	13	26	29	46	49	38	60	21	47	35	30	17	45	46	41	55	59	34	63	38	22	52	57	60	58	61	65	67	59	36	65	79	64	70	73	81	69	47	81	88	67	69	85	99	89	92	99	89	87	98	95	0	102	106	102	0	0	100	107	0	107	110	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	3	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	2	1	1	3	2	2	2	2	2	2	1	1	1	1	1	3	2	2	1	2	1	1	2	2	1	2	1	2	1	1	3	1	2	1	4	1	1	3	2	1	2	5
3500	-915.829966737460495	-922.685454688419895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645898615541612	2	12	-1	4	7	11	9	14	16	17	19	22	19	23	29	22	23	28	21	25	26	26	17	21	25	22	26	22	30	24	29	30	24	23	30	37	42	34	33	34	31	32	40	43	34	35	32	36	22	35	38	37	40	41	38	38	40	34	42	42	43	34	41	40	41	44	36	43	46	39	41	46	46	49	51	52	47	47	47	53	45	55	43	42	48	50	49	45	52	55	55	51	57	66	56	62	55	62	63	59	70	55	71	77	79	69	72	79	79	75	85	100	0	5	0	3	3	4	4	6	6	6	6	9	7	6	14	10	10	30	6	26	14	14	0	7	11	11	30	11	15	49	23	23	26	11	25	22	50	18	23	28	30	35	29	18	7	24	17	35	13	24	38	45	15	45	49	27	25	22	47	35	34	12	45	45	38	46	47	50	63	45	58	63	57	48	36	61	65	67	59	36	65	79	46	70	48	65	63	59	86	88	88	87	85	97	86	92	87	89	97	95	98	0	102	106	102	0	0	100	107	0	107	110	1	1	1	1	2	2	2	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	4	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	3	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	3	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	3	1	1	4	2	1	3	4
4000	-911.174336322893623	-918.029824273853023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639994479040416	-1	12	-1	7	8	11	9	19	14	13	22	23	17	19	25	22	26	28	22	22	28	22	26	30	27	28	20	24	31	25	28	30	25	30	36	32	38	35	30	34	30	31	40	28	32	31	37	35	24	36	35	41	36	38	37	41	40	29	41	40	40	43	39	41	37	47	31	39	43	46	38	46	43	46	56	45	48	45	46	50	42	54	43	47	51	46	54	46	46	58	48	54	56	57	49	60	52	61	63	61	69	60	71	75	70	70	73	78	81	82	85	100	0	3	0	3	3	5	4	6	6	4	7	9	7	6	10	10	16	30	10	7	14	14	0	33	11	33	13	11	10	13	23	23	11	11	42	22	34	18	23	28	27	25	15	30	33	33	67	42	13	11	41	37	15	46	41	51	20	22	67	48	20	47	45	46	41	56	15	11	63	56	14	52	25	42	71	61	65	67	59	22	65	79	46	56	57	65	69	67	65	88	59	69	73	97	89	92	69	89	97	95	98	0	102	106	102	0	0	100	107	0	107	110	1	2	1	2	2	1	1	1	1	1	2	2	1	1	3	2	1	1	1	2	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	1	4	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	2	1	1	4	2	1	2	4
4500	-906.267107810909579	-913.122595761868979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624604899155968	-1	5	3	7	9	10	11	13	16	18	18	22	21	24	26	26	22	29	31	25	29	25	24	28	25	27	28	25	31	26	31	29	27	29	38	33	36	34	34	31	29	31	37	37	32	33	41	35	33	39	33	43	39	40	34	40	36	37	42	41	34	34	39	41	44	47	38	45	44	37	40	44	46	52	52	46	47	44	49	49	49	54	50	49	51	51	51	46	53	56	52	52	55	66	58	58	57	59	64	63	66	66	73	75	75	70	70	74	82	85	86	96	0	3	0	3	2	4	4	6	8	6	4	9	7	10	6	10	10	30	10	11	14	10	0	11	7	28	13	7	15	11	23	23	7	28	42	22	24	18	23	25	30	25	14	30	26	26	62	42	18	25	27	33	29	11	27	38	33	22	67	48	11	17	26	46	51	49	62	24	63	51	22	11	25	48	22	61	44	62	59	22	65	79	64	70	57	65	69	59	81	88	79	52	85	99	89	92	69	89	97	95	89	0	102	106	102	0	0	100	107	0	107	110	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	2	1	1	3	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	1	1	3	1	1	1	1	1	1	2	1	3	1	3	1	2	2	2	1	2	1	2	2	1	1	2	1	4	1	1	2	3	2	2	6	2	2	2	1	3	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	3
