step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-7078.791818034528660	-7084.731015253613805	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.250164772730233	1	1	2	2	2	3	2	4	4	6	4	4	5	6	5	6	5	6	6	6	7	7	6	7	6	8	7	8	7	9	9	8	7	7	10	9	9	9	8	10	11	10	11	9	9	9	10	10	10	12	10	11	11	10	10	11	12	11	11	12	11	14	12	13	12	11	12	12	11	11	13	12	13	13	13	13	13	14	13	13	14	14	15	15	16	15	15	16	16	17	17	16	18	17	18	17	18	17	19	19	19	19	19	19	20	20	20	19	20	20	23	22	22	22	25	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	4	3	4	3	4	4	4	3	3	5	4	4	4	4	5	5	5	5	4	4	4	5	5	5	6	5	5	5	5	5	5	6	5	5	6	5	7	6	6	6	5	6	6	5	5	6	6	6	6	6	6	6	7	6	6	7	7	7	7	8	7	7	8	8	8	8	8	9	8	9	8	9	8	9	9	9	9	9	9	10	10	10	9	10	10	11	11	11	11	12
500	-1076.280496564213081	-1082.219693783298226	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.336163208643682	1	0	3	2	2	4	1	5	4	5	4	4	6	4	5	6	5	6	6	6	7	8	7	8	7	8	7	8	7	10	7	5	7	8	7	7	7	10	8	10	12	11	11	9	10	7	11	11	7	12	11	10	10	10	11	10	12	12	8	12	10	14	13	13	9	11	13	12	10	11	14	12	13	14	13	14	14	15	14	12	14	15	15	13	16	15	16	17	17	17	17	17	18	17	18	17	18	18	19	18	19	19	16	19	19	19	19	20	20	20	24	23	23	23	25	2	0	5	2	1	3	0	14	5	6	7	4	7	2	9	8	5	9	10	14	5	32	7	6	0	8	9	18	17	10	14	4	10	25	17	32	14	15	33	16	24	34	21	27	31	12	26	39	0	43	28	35	26	37	37	31	70	17	32	37	24	61	47	37	32	54	48	49	49	0	57	34	54	37	37	37	39	49	17	8	43	73	35	65	49	60	52	59	46	52	65	46	103	58	35	59	65	65	32	46	32	103	65	0	58	58	65	65	65	32	35	91	32	65	89	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2	3	1	2	2	2	1	1	1	1	2	1	1	1	1	1	4	2	3	1	3	1	3	2	1	1	2	2	1	2	2	2	3	2	6	4	4	8	4	1	1	6	2	6	3	3	7	7	5	5	3	1	3	5	6	5	6	8	6	8	3	3	1	2	4	6	5	6	8	9	6	14	9	8
1000	-959.406602921935928	-965.345800141021186	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.416178423671355	1	-1	2	2	1	3	2	5	4	4	4	3	4	6	6	7	6	6	7	7	8	5	7	6	5	7	6	8	8	10	10	9	7	7	10	8	9	10	8	11	11	11	12	8	8	9	8	9	8	11	10	11	12	11	10	12	12	10	11	13	10	15	11	13	11	10	13	12	12	10	14	12	13	14	14	14	13	15	13	12	15	14	16	15	17	14	15	14	16	18	14	13	18	17	19	17	16	16	20	19	20	19	20	18	18	20	18	19	20	20	23	20	23	22	25	2	0	1	2	2	1	0	4	5	6	7	2	7	12	9	8	9	9	10	8	12	12	13	10	0	8	5	18	18	6	45	22	24	25	9	22	47	44	33	16	24	34	63	27	20	22	26	39	0	26	18	17	47	37	47	45	70	17	4	53	39	61	26	50	46	47	48	49	49	0	70	34	50	53	50	55	48	49	52	63	63	37	52	91	49	55	58	36	92	58	92	65	89	87	58	22	46	65	92	91	65	98	92	0	94	87	36	89	91	12	52	59	36	36	97	1	1	1	2	1	2	1	2	2	1	2	3	1	2	1	1	1	2	2	1	3	1	2	1	1	1	2	1	1	4	2	2	1	2	2	3	1	1	1	2	2	2	1	1	1	2	1	1	1	3	2	3	2	1	1	2	1	3	5	1	2	3	2	2	1	1	2	3	2	1	2	2	1	1	1	4	2	3	1	1	2	2	3	1	6	2	2	3	1	3	1	2	1	1	4	8	3	3	6	3	4	1	5	1	1	4	4	2	5	6	6	3	13	7	3
1500	-878.132052530533542	-884.071249749618801	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.562631992646177	1	0	2	3	2	3	1	3	4	7	3	5	4	5	5	6	5	6	5	6	7	6	5	8	3	8	6	8	7	9	9	9	7	8	9	10	7	9	8	10	12	11	11	8	9	9	10	10	9	10	11	12	12	9	9	12	13	12	11	13	11	15	11	13	12	12	11	13	12	11	14	12	12	13	13	12	14	12	14	14	14	14	12	13	16	15	15	14	16	17	18	15	18	16	18	18	17	18	19	19	18	20	19	19	20	20	21	19	20	21	24	22	22	22	26	2	0	1	2	2	3	0	2	5	19	7	4	7	8	9	8	9	9	6	14	8	12	7	33	0	14	15	18	18	19	20	22	19	25	17	22	8	27	33	16	33	34	26	27	20	22	55	39	0	26	28	35	37	8	37	45	70	17	32	73	24	41	54	54	36	47	48	78	49	0	70	42	47	66	76	55	67	49	52	43	63	66	35	46	78	37	58	59	84	83	84	84	92	58	52	36	92	89	84	101	89	93	32	0	95	35	59	97	91	92	95	107	46	89	103	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	3	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	2	3	1	3	1	4	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	4	2	1	2	4	3	2	1	2	3	6	1	1	3	1	2	2	6	1	1	5	5	1	1	4	3	1	13	3	4
2000	-825.831834026073238	-831.771031245158497	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.566919692823755	1	-1	3	2	2	4	2	4	4	6	5	4	4	6	4	6	6	6	5	6	8	7	6	8	6	9	7	8	7	8	9	7	7	7	10	9	8	9	8	11	12	10	11	9	9	10	10	10	10	12	10	12	11	10	11	12	13	11	11	12	12	13	10	12	11	11	12	12	12	12	14	11	14	13	13	13	13	14	13	13	14	13	15	13	17	15	14	17	17	17	17	16	18	18	19	17	18	16	19	18	19	19	19	20	20	21	20	20	21	19	23	22	21	22	25	2	0	1	1	2	3	0	3	5	19	7	3	7	8	5	8	9	15	3	8	8	1	13	33	0	8	15	18	18	10	20	12	19	25	17	22	8	27	33	16	24	25	63	27	8	32	26	39	0	63	18	58	26	37	47	31	70	35	22	26	24	24	22	43	32	37	48	49	49	0	57	42	53	54	55	55	48	49	35	64	64	37	58	65	68	26	35	59	46	35	65	65	84	87	90	36	98	84	92	91	89	89	65	0	87	94	59	89	100	93	106	88	32	93	114	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	4	1	1	1	4	2	1	1	1	2	1	1	1	2	1	2	1	1	3	2	2	1	1	2	3	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	3	2	3	2	3	4	4	2	3	4	2	5	1	1	1	1	1	1	6	1	2	1	3	2	2	1	1	2	9	2	2
2500	-753.146194325993292	-759.085391545078551	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.633816582862110	1	0	2	2	2	4	2	2	4	6	3	4	4	6	5	6	6	7	7	7	6	7	5	7	6	9	7	8	7	10	9	8	6	7	11	9	9	8	8	10	11	9	8	10	8	10	11	11	9	12	10	12	11	10	11	10	12	9	12	12	11	13	12	12	13	11	12	12	11	10	14	13	14	12	12	13	14	15	13	14	13	15	15	16	16	15	15	15	15	16	15	17	17	17	18	17	18	17	20	19	18	19	18	18	21	19	21	18	20	20	23	21	23	22	25	2	0	1	2	2	3	0	2	5	6	7	2	7	8	9	8	9	9	10	21	8	12	7	33	0	21	9	18	9	10	45	22	6	25	58	32	14	9	33	16	24	34	14	27	20	32	37	39	0	26	28	35	26	26	26	45	70	17	36	47	24	61	43	43	32	37	39	49	49	0	57	42	74	54	26	55	67	68	58	63	64	73	58	65	78	76	79	59	65	79	65	84	89	87	35	36	89	84	97	91	91	93	93	0	95	95	88	65	91	97	106	88	97	110	113	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2	1	2	2	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	2	1	1	1	3	1	1	2	1	1	2	2	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	3	6	2	1	1	2	1	1	1	1	2	1	5	3	3	1	2	3	2	2	1
3000	-738.791348011976424	-744.730545231061683	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.684589661380349	1	0	2	2	1	4	2	4	3	6	4	4	6	7	4	6	6	5	5	7	6	8	5	8	5	6	7	8	7	8	9	8	7	8	11	9	9	9	8	11	11	10	10	9	8	9	10	10	10	12	10	11	12	11	11	11	12	8	12	12	10	13	13	11	13	11	11	12	12	11	13	12	12	13	14	13	14	15	13	13	14	14	16	16	15	15	14	16	16	17	18	15	17	17	18	17	18	16	19	18	20	19	19	16	20	21	20	19	21	20	23	22	22	22	25	2	0	1	2	2	3	0	2	5	19	7	4	7	21	9	8	9	9	6	8	8	8	7	33	0	8	8	9	18	19	45	12	10	25	58	32	26	28	33	16	61	25	26	27	8	22	37	39	0	43	28	58	47	47	37	31	70	17	36	37	24	41	43	43	46	47	39	49	49	0	57	34	54	37	76	55	67	68	35	43	64	73	87	65	68	76	58	59	65	87	92	65	89	87	94	59	65	92	89	89	91	93	97	0	94	95	88	84	100	97	106	88	102	102	114	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	4	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	2	2	1	3	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	2	2	1	1	3	2	2	2
3500	-732.836842222093651	-738.776039441178909	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.664147882387582	1	0	2	2	1	3	2	3	3	7	4	4	5	6	4	7	5	6	4	5	7	6	7	8	6	8	7	9	7	9	10	8	7	8	10	10	10	9	8	10	11	10	11	10	9	9	9	9	10	9	11	12	10	11	11	11	12	10	10	13	11	14	10	14	12	11	11	12	11	10	13	12	13	13	13	13	13	13	14	13	13	13	15	15	15	14	15	15	14	16	16	15	17	18	18	17	19	16	19	18	20	19	17	20	19	20	20	19	20	20	23	21	22	22	26	2	0	1	2	2	3	0	2	5	19	7	4	7	8	9	8	9	9	6	8	8	1	7	33	0	8	15	18	18	10	20	12	19	25	17	32	26	27	33	16	24	25	63	27	20	22	26	39	0	21	28	35	26	47	47	45	70	17	46	37	24	61	50	43	46	47	48	49	49	0	57	34	37	54	55	55	67	68	52	43	43	54	52	65	68	76	58	59	65	83	84	65	89	87	79	88	98	65	84	91	91	93	92	0	94	87	96	92	100	102	95	96	110	110	113	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	3	2	1	1	3	2	2	1	1	3	2	2	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	3	2	2	2	2
4000	-711.657630017215979	-717.596827236301237	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.779091771809357	1	0	2	2	2	4	2	4	5	7	4	5	4	5	5	6	6	7	5	6	7	7	7	8	6	7	7	7	8	9	9	8	7	7	11	9	9	9	9	9	10	11	11	10	7	10	10	11	10	13	9	10	10	11	11	11	12	10	11	12	11	14	9	14	11	12	12	12	12	11	13	12	13	13	12	13	13	14	14	14	15	13	15	15	16	14	16	16	16	18	18	16	18	18	19	17	17	17	20	20	19	19	20	19	20	20	20	19	21	21	23	22	23	22	24	2	0	1	2	2	3	0	2	5	19	7	4	7	2	5	8	9	9	6	14	14	12	13	33	0	14	15	15	9	10	45	5	19	25	52	22	8	27	33	16	24	34	63	27	20	22	37	39	0	26	28	9	37	47	47	31	70	9	36	37	41	61	26	43	32	47	48	49	49	0	57	42	54	54	37	55	67	68	52	43	43	54	58	65	68	76	52	59	46	83	84	46	89	79	58	88	65	84	92	91	89	93	93	0	95	94	96	92	100	102	106	107	102	110	114	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	3	1	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	2	1	1	3	2	3	2	1	3	1	2	4	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
4500	-690.857994368513118	-696.797191587598377	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.759488255471677	1	-1	3	2	1	4	3	5	5	7	4	5	5	6	3	6	6	6	5	6	7	7	4	8	6	9	7	8	7	8	9	9	7	8	11	9	8	9	8	10	12	10	11	10	8	10	10	10	11	12	10	10	12	10	11	11	13	12	12	12	11	14	12	14	12	12	11	12	12	11	14	12	12	13	14	14	14	15	13	14	14	14	16	16	17	15	15	16	16	18	17	16	18	18	15	18	18	17	20	19	19	19	20	20	20	21	20	18	20	19	23	22	21	23	25	2	0	4	2	2	3	0	4	15	19	7	2	23	8	5	8	9	9	6	8	14	12	7	33	0	8	15	18	18	19	45	22	19	25	52	22	14	27	33	16	24	25	54	38	20	32	37	39	0	26	28	17	26	37	47	45	70	35	36	37	24	41	26	63	46	37	48	49	49	0	57	34	54	47	60	55	67	68	35	43	43	74	35	65	68	76	79	59	65	83	84	65	89	87	79	88	92	89	84	91	84	84	93	0	95	94	96	89	100	93	106	107	110	113	113	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	3	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2
