step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-3965.305349613370254	-3963.843267528851356	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.078327052378253	0	0	3	4	6	7	7	8	6	7	7	9	8	10	11	10	11	10	12	13	12	13	13	13	13	13	15	14	14	13	14	15	16	14	15	14	14	15	14	15	15	16	15	16	18	18	16	17	17	17	16	16	18	18	17	18	17	18	19	17	20	18	18	17	18	18	18	18	20	19	19	19	19	19	19	19	19	18	19	20	19	19	20	20	20	23	21	22	21	20	20	21	20	22	22	23	23	26	24	25	26	25	26	26	29	29	27	28	28	29	28	29	32	30	32	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	4	3	4	4	5	4	5	6	5	6	5	6	7	6	7	7	7	7	7	8	7	7	7	7	8	8	7	8	7	7	8	7	8	8	8	8	8	9	9	8	9	9	9	8	8	9	9	9	9	9	9	10	9	10	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	12	11	11	11	10	10	11	10	11	11	12	12	13	12	13	13	13	13	13	15	15	14	14	14	15	14	15	16	15	16
500	-1182.141586540194567	-1179.544357935295466	-2.597228604899151	0.000010029169911	0.000040798179511	4.067951772022839	0.163471318474781	0	1	3	5	7	8	7	9	6	8	5	9	5	10	10	9	11	10	11	14	13	10	14	14	13	10	14	14	15	11	14	15	16	15	16	12	15	12	13	14	13	15	16	16	16	19	16	16	18	15	13	15	19	18	17	17	17	17	19	16	21	18	19	17	19	19	18	18	20	19	20	19	20	18	19	18	19	19	20	21	20	20	20	21	20	24	21	22	21	21	21	20	21	22	22	24	24	27	25	26	25	26	27	25	28	29	27	29	28	29	28	29	33	31	33	0	1	2	3	3	13	13	9	3	4	3	1	2	7	7	13	6	6	8	11	18	10	10	15	9	7	30	16	21	7	10	4	32	25	20	26	1	9	26	6	22	22	16	36	27	30	0	26	6	25	22	30	55	22	8	31	36	30	58	30	22	50	42	44	26	33	36	55	52	22	26	52	54	1	38	10	24	30	22	26	36	26	31	30	33	84	1	53	28	42	22	54	22	13	90	39	7	81	30	0	4	75	58	86	50	26	2	109	51	51	0	1	93	0	51	1	1	1	1	2	2	2	2	1	2	1	4	2	1	1	2	1	1	1	4	1	2	3	3	4	2	2	2	1	2	3	4	1	1	1	1	6	3	1	3	1	3	4	2	1	6	1	4	6	1	3	2	1	7	6	1	3	3	1	2	9	2	2	1	5	2	3	1	3	7	9	2	1	10	4	5	3	4	8	10	5	8	3	5	3	2	9	2	4	4	7	1	6	8	1	8	8	4	10	1	9	4	8	1	7	15	14	1	8	9	1	14	6	1	14
1000	-1049.570560491592005	-1047.134393472372267	-2.436167019219807	0.000010031459670	0.000035743606584	3.563151102654675	0.378439552335862	-1	1	3	4	7	7	7	9	6	7	7	9	8	11	10	10	12	10	12	11	13	14	11	13	13	10	15	13	13	12	14	16	16	14	15	14	14	16	14	15	15	14	15	16	18	19	16	18	17	15	16	16	17	18	17	18	18	18	19	17	21	16	19	17	19	18	18	17	21	20	19	20	16	19	19	19	20	18	17	21	19	19	20	21	20	23	21	22	20	20	20	20	20	22	22	23	24	26	24	24	27	25	26	25	30	29	27	27	28	29	28	29	33	30	32	0	1	2	3	9	9	9	5	3	1	9	6	6	5	7	2	12	6	9	11	16	12	2	15	23	7	29	23	7	26	18	3	37	20	17	26	29	36	30	24	21	17	23	7	26	26	0	27	14	26	17	34	40	42	17	53	30	40	27	26	42	21	52	17	78	17	30	39	92	18	26	12	25	55	28	43	36	31	42	82	57	30	42	45	52	60	79	38	81	42	42	63	51	74	66	50	4	48	50	0	97	96	80	81	111	73	85	81	90	51	0	74	83	0	22	1	1	1	1	1	1	1	1	2	4	1	1	1	2	1	5	1	1	3	2	1	2	4	1	1	2	1	1	3	2	1	6	1	1	1	1	1	1	1	2	2	1	2	5	3	4	1	2	3	2	2	1	1	4	2	1	2	2	2	3	7	1	2	2	1	3	3	1	1	6	8	5	2	1	3	1	3	2	2	1	1	5	2	3	2	4	2	3	1	3	4	1	3	2	3	5	9	3	5	1	1	2	2	3	1	12	2	6	3	8	1	5	8	1	9
1500	-916.467398025279408	-913.851787864000016	-2.615610161279435	0.000010103702830	0.000041704094340	4.127605001974511	0.525015171102145	-1	1	3	4	6	7	8	9	5	7	7	10	8	10	12	11	11	9	12	14	10	13	13	14	14	12	16	13	13	13	14	15	16	15	16	14	14	15	15	13	15	14	14	16	17	19	16	16	17	17	16	16	15	19	17	18	17	18	19	16	21	18	18	18	17	19	18	18	18	19	17	18	18	20	20	18	16	16	18	20	18	20	19	21	20	23	21	22	21	19	20	22	20	21	22	24	23	25	24	25	27	25	27	25	29	28	27	26	27	29	28	28	33	29	32	0	1	1	2	9	9	5	11	3	9	9	9	4	5	7	9	11	6	9	13	7	6	16	26	12	21	26	26	6	26	15	40	42	36	41	30	16	42	30	15	29	18	21	24	30	37	0	30	32	26	22	28	30	42	21	31	36	52	30	24	42	51	42	44	27	62	32	52	77	42	26	45	60	68	50	77	30	53	37	69	34	45	41	77	67	88	81	81	90	42	42	77	51	70	91	48	73	39	53	0	67	96	96	49	107	50	104	100	95	51	0	107	25	0	109	1	1	3	2	1	1	1	1	1	1	1	3	2	2	2	3	2	1	2	3	2	4	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	2	1	1	1	3	2	1	1	3	4	2	1	1	3	1	6	1	2	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	2	2	2	2	2	4	1	1	1	2	1	3	3	3	3	1	1	7	3	5	5	1	5	1	3	4	1	5	1	1	3	9	1	1	5	1	2
2000	-738.442910950466626	-736.490954614500083	-1.951956335966595	0.000010162860592	0.000022542008192	2.218077084499682	0.520292805035418	-1	1	3	5	6	7	8	8	5	7	7	10	9	10	10	9	11	11	12	13	12	14	13	14	14	12	14	14	14	14	14	13	16	14	15	15	12	16	15	15	15	15	16	17	17	18	15	18	17	17	16	16	17	18	17	18	17	17	19	17	21	19	17	17	17	19	19	19	19	19	19	18	19	19	19	20	18	19	18	20	20	19	20	20	20	24	21	22	22	20	21	21	19	22	21	24	23	26	23	24	26	26	26	26	29	29	27	27	28	27	27	29	33	30	32	0	1	2	3	9	5	5	5	3	5	9	4	10	4	7	10	16	16	11	18	12	18	17	23	26	12	26	37	37	26	26	14	40	20	27	30	2	47	30	34	25	22	22	39	27	30	0	27	32	30	22	42	19	42	34	41	36	33	27	30	42	65	42	22	30	13	35	41	79	79	50	47	55	51	60	53	45	65	42	24	57	77	42	59	65	53	46	95	62	70	79	74	64	76	56	59	89	61	50	0	78	96	75	77	98	103	98	91	98	51	0	56	110	0	114	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	5	1	1	1	1	1	1	2	1	3	1	2	2	1	1	1	3	2	1	1	1	1	3	2	5	2	1	2	1	6	2	2	1	1	1	2	1	2	1	2	1	1	1	3	2	1	2	1	1	4	1	1	2	1	1	1	1	1	2	3	1	2	3	1	4	1	5	4	2	3	1	2	1	5	1	5	4	1	2
2500	-772.819919939414376	-770.378268616184528	-2.441651323229830	0.000010213576172	0.000036562816605	3.579825125791007	0.627948855063203	-2	0	3	5	7	7	8	8	4	7	6	8	7	10	10	9	11	11	13	13	11	13	14	13	13	13	15	12	14	14	13	15	16	14	15	14	14	14	15	16	16	15	16	17	18	18	16	16	18	16	15	17	15	18	18	18	15	18	20	16	21	16	18	17	17	18	18	19	20	19	18	20	17	19	20	19	19	18	19	20	20	19	19	20	20	23	21	22	21	20	20	21	20	22	22	21	23	26	23	25	26	24	27	26	29	28	27	27	29	28	26	28	31	29	32	0	1	2	3	11	9	11	11	3	4	9	9	3	12	7	4	13	6	16	18	7	18	28	18	14	21	26	21	12	26	18	25	25	16	25	26	12	26	26	21	15	22	37	19	27	27	0	30	62	38	28	35	19	42	50	50	36	44	45	30	42	12	35	53	48	44	27	51	54	31	50	31	60	39	52	35	41	23	42	50	36	26	42	30	41	59	70	68	63	70	79	58	51	53	92	50	78	73	96	0	88	96	80	68	106	80	100	104	106	93	0	97	110	0	114	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	3	2	2	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	4	1	1	4	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	1	1	1	3	2	1	4	1	4	1	2	1	2	1	2	2	2	5	4	1	3	2	1	1	2	1	1	1	2	4	3	1	3	2	3	1	1	3	1	2	4	1	6	1	1	1	2	1	2	1	1	2
3000	-712.762898177303327	-710.711166099696243	-2.051732077607094	0.000010134297212	0.000025098304511	2.476570795929479	0.582752857626073	0	1	3	4	6	8	8	8	5	7	7	10	9	10	11	10	11	10	12	14	11	12	13	12	13	12	15	15	14	13	15	15	16	15	16	14	14	15	14	14	13	16	15	16	19	19	17	17	18	17	16	16	18	18	17	19	16	18	19	17	20	18	18	17	18	17	19	19	21	19	20	19	20	18	18	20	19	18	19	20	20	19	19	21	21	23	21	20	22	20	18	21	21	21	23	23	21	26	24	24	26	25	25	26	29	30	27	29	26	29	27	28	31	29	33	0	1	1	2	9	11	5	5	3	2	5	5	10	8	7	10	6	6	18	30	9	18	12	15	22	12	26	30	24	26	21	24	22	23	19	26	26	22	26	22	24	22	9	36	30	27	0	27	57	26	25	36	50	42	30	64	36	42	26	29	42	34	42	37	48	38	32	38	36	42	50	64	52	36	52	79	55	27	42	50	57	32	42	67	72	43	80	19	73	70	42	71	22	83	93	50	50	60	80	0	92	99	50	86	95	107	103	92	100	111	0	95	110	0	114	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	5	1	4	2	1	1	1	2	2	1	1	1	2	1	1	1	3	2	2	1	1	2	1	1	2	3	3	1	1	1	3	2	1	1	1	1	3	1	3	1	2	1	1	4	1	4	1	1	1	1	7	1	1	3	2	3	2	1	3	1	4	2	3	2	1	3	1	1	1	3	1	1	1
3500	-717.936553787342859	-715.647540443230014	-2.289013344112871	0.000010757649283	0.000033657031786	3.128660444293706	0.724589324483285	-1	1	4	5	7	7	8	8	6	6	8	9	9	10	10	11	11	11	12	12	13	13	13	13	13	12	14	15	14	13	14	15	16	13	16	15	14	15	14	15	16	17	14	16	18	19	16	17	18	17	16	17	19	19	16	18	17	17	17	18	19	18	18	17	19	17	18	18	20	19	18	18	18	20	19	19	19	19	18	19	19	20	20	19	19	21	20	22	20	21	20	20	21	20	23	24	23	26	24	26	27	25	26	27	28	28	26	29	29	30	27	29	31	31	32	0	1	2	3	9	9	9	5	4	4	9	11	8	11	7	6	10	6	12	18	4	18	17	11	17	15	14	34	17	26	26	24	39	17	43	30	21	30	26	22	39	37	22	27	44	59	0	30	57	29	22	8	52	42	34	41	36	34	26	26	42	57	22	19	48	32	44	51	68	79	50	22	41	56	47	52	63	48	42	71	57	45	42	31	72	76	49	77	60	70	42	62	51	80	86	45	86	95	80	0	100	99	87	103	98	50	96	101	104	111	0	105	110	0	114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	4	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	3	2	5	1	1	3	1	1	1	2	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	3	1	1	3	1	1	1	2	1	1	7	1	1	1	1	1	1	1	1	1
4000	-763.082199595561747	-760.222806952842575	-2.859392642719119	0.000011047667179	0.000054802933478	4.960588745991179	0.680954767391365	0	1	3	5	6	7	8	8	5	7	7	9	8	10	11	9	11	10	12	13	12	14	14	13	14	13	15	13	13	14	12	15	16	15	13	15	15	15	14	16	15	16	15	14	19	19	17	16	16	16	16	16	18	18	17	17	18	18	18	16	21	18	18	18	19	18	17	17	19	19	20	18	20	19	20	19	19	18	19	20	19	20	18	20	20	22	21	23	22	21	20	21	19	23	23	24	24	25	22	24	27	24	26	25	30	29	26	27	28	29	28	29	31	29	31	0	1	2	3	9	9	11	10	2	9	5	10	6	13	7	7	16	6	18	14	14	31	26	19	26	9	30	18	14	26	12	24	24	23	17	26	31	30	26	25	12	10	30	18	34	43	0	27	24	30	22	22	55	33	51	33	36	42	26	23	83	47	28	30	26	55	43	49	52	22	30	60	54	58	83	47	28	25	42	50	57	59	21	40	93	91	91	89	55	70	42	83	51	66	61	50	77	87	71	0	98	99	56	96	101	103	98	104	107	111	0	111	110	0	114	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	5	2	3	1	1	1	1	4	3	1	1	1	1	1	3	2	1	2	1	1	4	1	1	1	1	1	3	1	1	1	1	3	1	5	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
4500	-917.701905995858965	-914.712721184702559	-2.989184811156353	0.000013728563469	0.000074647096929	5.437356726762076	0.754695169813972	-1	1	3	4	7	7	8	9	6	7	8	8	8	11	10	11	11	9	13	12	11	14	14	13	12	14	15	14	15	13	15	15	15	14	16	14	15	16	12	13	15	16	15	16	17	17	16	16	17	17	16	16	19	15	14	18	17	18	17	16	18	18	18	18	18	17	19	18	20	19	19	19	19	18	18	19	18	19	20	18	19	19	20	20	20	22	21	22	21	21	21	21	21	21	22	24	24	25	23	26	26	25	26	27	29	29	27	29	28	29	28	29	31	29	32	0	1	2	2	9	9	9	12	4	9	9	9	5	5	7	18	18	6	21	11	11	17	21	17	15	30	30	20	40	39	17	55	34	15	14	30	55	14	14	25	19	54	40	26	31	27	0	30	28	31	22	54	51	55	24	27	41	30	30	39	44	42	42	25	43	37	62	31	64	42	80	61	63	54	35	29	35	65	42	50	57	45	61	67	56	89	74	89	53	70	52	49	58	78	81	33	86	90	50	0	78	99	96	100	103	99	73	104	102	111	0	107	110	0	114	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	5	1	1	2	1	3	1	1	1	1	4	3	1	1	1	1	1	1	1	2
