step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-9237.156927073592669	-9244.012415024551956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.939437897856049	-1	5	8	12	17	23	23	25	23	21	24	28	25	25	25	26	33	32	28	30	32	30	32	34	33	33	33	36	32	33	50	34	35	39	38	38	41	40	42	39	40	41	42	41	41	46	43	47	48	44	41	48	50	46	53	51	50	55	52	47	52	53	61	54	60	59	60	64	61	66	61	63	69	63	69	71	66	67	75	74	69	74	74	75	78	80	78	79	77	81	78	88	89	82	83	85	82	82	93	90	88	89	92	91	91	95	100	103	100	102	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	5	4	4	4	5	5	5	5	5	6	6	5	5	6	5	6	6	6	6	6	6	6	6	9	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	7	8	9	8	9	9	9	10	9	8	9	9	11	9	10	10	10	11	11	11	11	11	12	11	12	12	11	12	13	13	12	13	13	13	13	14	13	14	13	14	13	15	15	14	14	15	14	14	16	15	15	15	16	16	16	16	17	18	17	17
500	-1347.243518277734438	-1354.099006228693725	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.212831386257047	-3	3	8	11	18	22	19	21	21	12	14	20	16	23	27	19	33	23	23	31	30	28	30	30	28	28	33	32	26	22	48	34	25	36	33	34	42	35	42	40	39	43	43	33	25	43	42	46	33	43	37	47	49	30	52	51	51	54	49	46	36	54	49	56	58	56	52	64	60	63	60	64	70	57	68	70	62	65	75	71	65	71	72	71	79	75	78	78	73	72	77	89	90	83	84	81	81	82	94	87	85	91	92	88	75	94	100	102	100	104	0	1	1	1	13	2	4	5	13	0	4	2	10	13	10	10	29	7	13	7	9	16	14	3	10	16	33	16	9	11	25	15	9	27	16	10	13	10	36	28	44	34	33	19	30	27	26	49	30	34	25	40	43	45	50	40	31	30	0	33	54	45	30	53	56	61	45	44	61	30	65	61	49	45	45	71	45	54	49	54	49	66	81	54	67	61	81	54	77	45	73	49	45	54	67	84	45	45	18	45	74	80	63	81	0	58	105	0	63	105	1	1	1	1	1	4	2	1	2	1	1	4	1	1	3	1	2	1	2	3	2	2	2	3	3	2	2	3	1	2	3	1	1	1	3	3	3	3	1	2	2	2	2	2	1	2	2	2	3	1	1	2	1	2	2	1	1	8	1	3	2	7	8	2	1	4	4	5	5	9	1	7	7	5	11	2	10	8	11	10	7	3	2	8	6	13	2	12	2	10	1	13	17	12	7	2	13	15	15	12	6	5	13	4	1	7	12	1	15	10
1000	-1185.073473516290733	-1191.928961467250019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.313409368235305	-3	7	6	14	17	16	20	22	20	14	20	25	15	23	21	28	31	32	29	28	32	29	30	36	26	31	33	30	22	23	51	37	30	40	37	34	42	40	43	35	34	40	31	38	33	44	45	48	38	44	42	41	46	36	52	52	47	45	45	43	42	53	59	52	55	48	51	65	62	64	56	65	65	64	61	70	62	67	76	72	70	75	70	75	79	83	77	81	77	80	74	88	88	82	84	83	83	84	93	92	83	87	93	79	75	95	100	100	102	104	0	1	1	1	13	3	4	5	13	0	3	2	10	15	10	10	29	20	29	7	15	15	9	12	10	25	9	10	9	11	52	16	14	43	14	25	17	22	17	15	14	43	9	41	30	16	25	30	45	42	15	44	46	45	50	40	15	30	0	27	54	45	54	53	56	45	49	56	58	67	56	61	62	58	54	71	45	66	58	58	73	78	75	62	74	69	78	66	74	79	74	30	67	54	104	90	67	58	45	62	74	101	58	74	0	101	105	0	105	105	1	2	2	3	1	2	1	3	2	1	2	3	1	1	2	1	2	1	1	1	2	1	1	3	2	1	2	2	1	1	2	2	2	2	3	2	2	2	2	2	1	2	3	1	2	3	3	6	1	1	5	1	1	1	2	3	5	6	1	2	1	3	3	2	1	3	2	2	4	3	1	6	3	3	7	3	7	4	8	4	1	2	3	5	2	3	2	8	2	1	1	14	10	10	1	1	5	10	11	10	4	1	11	2	1	2	9	1	15	9
1500	-1083.372914504033815	-1090.228402454993102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458849254372908	-1	4	6	10	16	24	22	26	21	10	22	30	12	19	25	25	31	24	25	29	28	29	30	35	24	29	28	36	28	30	46	34	34	37	32	34	40	40	39	36	42	40	39	33	40	42	44	46	48	42	41	49	47	46	49	51	52	55	41	42	53	53	57	56	59	53	63	63	62	66	62	61	70	65	69	70	60	69	69	74	66	70	77	74	71	79	77	77	76	83	78	85	82	84	83	79	82	83	91	89	88	82	93	91	76	95	101	99	102	103	0	1	1	2	13	3	4	9	14	0	4	6	10	13	10	10	29	11	13	11	16	10	14	7	10	15	25	15	25	7	44	25	27	27	25	26	28	28	28	44	44	14	27	15	30	34	29	7	30	43	29	31	42	45	42	40	44	45	0	27	54	30	48	60	56	49	63	44	66	77	56	61	67	62	54	71	45	66	77	69	58	66	62	81	79	82	63	69	75	85	75	18	77	66	84	85	85	45	63	62	95	84	58	102	0	101	105	0	105	105	1	1	1	1	1	3	3	1	1	1	2	1	1	1	2	3	1	1	2	1	1	2	2	2	3	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	3	2	1	2	1	3	4	3	1	3	1	2	2	1	2	4	3	1	2	2	3	1	1	1	2	2	5	2	1	4	1	1	2	4	2	3	4	3	2	2	3	5	1	1	3	4	4	1	2	2	12	4	7	2	1	3	11	6	7	1	1	11	1	1	1	8	1	14	7
2000	-985.740089219285778	-992.595577170245178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480142257922451	-2	4	7	8	19	21	23	27	20	13	20	24	16	22	21	24	33	31	28	27	32	31	33	33	29	32	25	26	28	34	49	36	28	39	32	38	36	37	35	31	40	33	42	41	38	46	45	42	46	42	41	48	45	44	50	50	49	53	53	36	44	49	57	53	55	47	56	62	62	65	62	60	70	63	68	71	67	64	66	69	62	74	72	71	73	77	79	79	77	78	78	89	81	79	81	84	78	78	94	88	84	88	91	88	75	91	98	101	102	96	0	1	1	2	13	2	11	5	13	0	4	2	10	13	10	10	29	11	13	4	28	16	14	3	10	25	14	13	9	20	41	15	27	27	28	15	16	15	25	19	40	33	19	60	30	42	35	30	18	60	16	29	33	45	50	41	44	45	0	27	45	45	45	34	41	61	45	31	66	58	56	66	79	63	63	71	63	66	67	66	67	69	70	62	75	82	61	72	77	85	75	73	75	80	74	90	85	67	74	85	93	101	91	101	0	104	105	0	105	105	1	1	2	1	1	3	1	1	1	1	2	2	1	1	1	2	2	2	2	4	1	1	2	4	2	1	1	1	1	2	2	2	1	2	1	2	2	3	1	1	2	1	3	1	1	2	2	1	2	2	2	3	3	1	2	1	1	2	1	2	1	2	3	2	1	1	3	3	3	2	2	2	1	1	4	2	1	3	2	2	1	2	1	5	1	1	6	3	2	1	2	2	1	2	2	2	1	6	5	2	1	2	4	1	1	1	6	1	13	5
2500	-951.661407858493931	-958.516895809453331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515913015872328	1	6	8	13	17	19	16	22	21	12	24	21	15	25	20	26	30	33	21	31	31	31	34	31	32	34	32	30	24	34	49	30	26	40	36	37	35	40	43	38	38	43	36	40	40	46	42	42	46	45	41	46	40	42	53	47	48	53	51	43	50	49	60	53	61	55	59	60	63	57	57	62	66	60	68	67	65	67	70	69	69	72	74	73	74	80	77	80	75	82	78	80	85	79	81	78	80	80	92	91	89	89	90	89	75	95	100	101	102	101	0	1	1	2	13	2	4	5	13	0	4	2	10	13	10	15	29	11	13	7	16	16	19	12	9	32	33	16	19	11	35	16	19	43	16	25	13	22	26	9	25	33	33	41	30	27	16	18	48	27	35	35	43	45	27	40	38	62	0	33	54	45	62	53	56	61	58	52	61	62	56	66	67	62	67	71	74	66	67	54	58	69	70	62	81	82	61	82	77	85	79	75	92	78	81	85	85	91	77	97	93	93	91	84	0	104	105	0	105	105	1	1	2	1	1	3	1	1	2	1	2	2	2	1	1	2	1	1	1	3	1	1	2	2	1	1	2	1	1	2	2	1	1	1	3	1	3	2	3	2	1	4	2	1	1	1	2	2	1	3	1	2	1	1	4	1	2	1	1	2	2	2	2	2	2	2	1	3	3	2	1	2	2	2	1	2	1	2	2	5	4	1	3	4	1	2	5	2	2	2	1	2	1	3	2	1	1	1	6	2	1	1	2	3	1	1	6	1	13	5
3000	-1010.937398756100265	-1017.792886707059665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503108207394353	-2	1	4	14	17	19	22	22	21	12	19	27	14	23	21	23	31	28	29	29	28	27	31	34	30	28	33	35	33	30	45	35	26	40	40	38	41	39	43	37	41	39	40	43	40	48	38	48	39	45	38	44	53	44	50	48	46	49	50	47	54	46	56	47	49	53	60	57	61	61	62	63	68	59	71	60	62	64	71	73	66	68	70	76	71	79	78	79	77	80	76	86	84	81	83	85	82	82	91	85	88	87	92	91	75	96	101	105	102	101	0	1	1	1	13	3	2	5	13	0	4	6	10	13	10	10	9	11	14	11	16	9	14	12	10	15	33	15	17	11	29	26	16	33	28	16	15	16	28	23	28	33	27	40	30	43	32	18	30	43	26	37	64	45	50	44	44	62	0	43	54	49	62	43	19	45	58	31	66	45	47	69	58	58	67	65	67	69	74	61	58	78	70	81	58	78	72	82	73	79	85	75	89	78	67	95	85	91	89	73	93	93	100	100	0	104	105	0	105	105	1	1	1	2	1	2	4	1	2	1	1	3	1	2	2	2	1	1	1	2	1	1	2	1	3	1	2	4	1	1	2	1	2	4	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	3	3	2	2	1	2	4	1	2	2	2	2	1	1	2	3	2	1	2	1	3	2	2	2	1	1	1	3	1	2	4	1	2	1	2	2	1	1	1	1	1	1	5	1	12	5
3500	-961.902001110317769	-968.757489061277170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593696888996306	-1	4	6	8	17	22	21	22	22	11	26	22	16	22	25	26	25	30	22	18	34	31	30	33	31	28	29	35	33	33	50	35	34	38	37	39	39	41	42	39	39	34	35	43	41	44	43	40	48	43	41	46	49	46	50	54	50	55	51	40	44	50	53	40	61	53	56	62	59	67	57	56	67	64	69	69	69	66	71	72	65	74	73	74	71	77	76	78	75	75	75	78	85	81	78	87	77	84	90	85	86	89	86	92	75	92	101	104	100	99	0	1	1	2	13	3	4	5	13	0	20	7	10	13	10	10	9	11	13	4	15	15	14	12	26	10	13	25	17	18	36	15	14	42	15	15	15	22	25	17	33	27	14	9	30	42	35	30	48	27	15	41	64	61	50	44	40	63	0	27	45	45	45	43	56	61	45	31	66	67	52	61	58	58	58	71	67	69	58	66	67	78	70	75	67	82	78	82	77	67	85	73	95	87	75	85	73	91	95	90	75	101	91	101	0	101	105	0	105	105	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	3	2	1	2	1	1	2	3	1	2	3	2	1	1	2	2	1	3	3	1	2	2	2	2	2	4	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	1	2	3	3	2	2	2	2	1	2	2	2	1	1	1	1	3	1	2	2	1	3	1	2	1	1	3	3	2	2	3	2	2	1	2	1	1	1	5	1	11	4
4000	-911.942943459192520	-918.798431410151920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580928443587328	-2	2	7	10	18	23	21	27	22	12	24	25	14	25	25	24	32	35	29	28	34	28	31	35	20	31	31	34	32	29	47	33	36	39	36	32	39	39	42	39	36	38	41	39	38	45	44	44	48	43	40	43	50	47	53	51	46	48	50	47	54	54	61	50	57	57	61	56	60	66	60	62	69	60	66	71	67	63	73	74	62	74	70	71	73	81	79	74	73	82	76	88	83	83	84	81	84	82	89	92	86	88	90	89	75	95	98	104	103	96	0	1	2	3	13	2	4	9	10	0	7	7	10	13	10	10	14	30	15	7	16	16	9	12	10	25	14	16	13	7	44	25	27	27	17	25	19	22	16	41	25	27	27	41	30	42	26	30	48	27	25	40	42	45	43	40	44	45	0	27	54	58	74	50	56	61	58	52	66	67	56	61	75	54	62	71	74	66	81	78	58	72	70	74	84	82	78	78	75	85	79	84	89	80	77	91	85	79	95	97	93	93	98	101	0	93	105	0	105	105	1	1	1	1	1	4	3	1	3	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	3	2	3	1	2	1	2	1	2	1	2	3	1	2	4	1	2	2	3	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	3	1	2	2	2	2	1	1	3	1	2	4	2	2	2	1	3	1	2	3	1	2	1	1	3	1	1	2	1	1	1	3	1	8	4
4500	-915.995785309824328	-922.851273260783728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603089101437525	-2	7	5	12	19	24	15	24	23	10	23	30	17	26	26	28	28	33	24	25	32	29	31	34	33	35	30	32	29	36	41	34	36	36	36	40	38	35	43	36	33	39	40	30	39	45	41	42	48	45	41	45	52	46	51	52	49	55	48	48	52	52	60	54	62	57	62	64	62	68	59	63	67	65	65	73	66	67	65	70	68	74	75	72	77	81	78	75	73	79	75	82	84	82	83	84	82	83	89	91	87	90	90	91	81	86	98	104	101	103	0	1	1	3	13	3	4	5	13	0	7	6	10	9	10	10	9	20	10	7	10	15	9	12	19	25	14	19	17	20	44	16	27	27	9	41	9	22	51	44	9	34	33	19	30	33	15	18	48	34	19	31	46	45	60	31	31	62	0	43	54	48	48	34	56	61	45	52	66	67	41	66	58	62	58	71	67	69	62	61	75	78	70	58	79	82	72	80	77	91	62	75	74	78	75	91	90	91	74	90	92	93	98	101	0	95	105	0	105	107	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	3	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	3	1	2	2	1	1	3	1	1	1	1	3	3	2	1	1	2	1	2	1	1	1	2	1	1	2	1	2	3	5	2	1	3	2	1	1	4	2	2	2	3	3	1	1	2	3	1	1	2	2	2	2	2	2	1	1	4	3	2	3	4	1	1	1	3	2	2	2	2	1	1	1	3	1	5	1
