step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-14019.216246540725479	-14017.754164456206126	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.839560662164702	-1	1	3	3	3	4	5	4	5	6	6	5	6	9	7	8	8	10	8	9	10	10	11	12	12	12	11	13	15	15	13	13	14	16	13	15	15	14	15	16	16	15	15	16	17	16	16	16	16	17	18	16	17	16	18	17	18	18	17	18	19	18	19	19	19	21	20	20	19	20	19	22	21	20	21	22	20	20	22	21	22	22	26	27	27	27	29	29	29	30	30	29	32	32	32	35	36	36	37	36	38	37	40	42	42	45	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	4	4	3	4	5	4	5	5	6	5	5	6	6	6	7	7	7	6	7	8	8	7	7	8	9	7	8	8	8	8	9	9	8	8	9	9	9	9	9	9	9	10	9	9	9	10	9	10	10	9	10	10	10	10	10	10	11	11	11	10	11	10	12	11	11	11	12	11	11	12	11	12	12	14	14	14	14	15	15	15	16	16	15	17	17	17	18	19	19	19	19	20	19	21	22	22	23
500	-2712.358185709693771	-2708.602830698921480	-3.755355010772246	0.000010035428569	0.000088155982870	8.784476145180369	0.190408828592084	-1	0	3	4	1	5	5	2	5	7	6	4	7	8	8	7	5	11	8	10	8	10	12	12	9	11	8	10	14	14	10	13	14	16	13	14	12	14	15	13	17	15	15	17	18	15	17	16	15	17	15	16	17	17	19	18	18	18	18	15	18	19	18	20	17	22	21	20	20	20	20	23	22	18	22	23	20	21	22	22	23	19	27	28	28	27	29	30	29	31	30	30	33	32	33	36	36	36	36	36	39	37	41	43	43	45	0	1	1	2	2	5	3	5	2	8	3	8	8	10	11	11	12	6	13	14	17	6	21	20	17	22	17	21	21	25	25	26	27	27	31	40	28	28	25	31	26	27	35	35	35	37	38	25	31	25	17	42	27	29	25	43	31	25	37	31	51	17	27	31	37	60	25	25	51	17	52	21	31	37	37	60	37	0	57	60	37	1	51	25	37	60	25	40	76	40	40	60	60	60	40	49	80	80	60	60	40	82	60	3	82	82	1	1	3	3	1	1	1	1	3	2	1	1	3	1	2	1	1	2	1	1	2	2	2	1	3	1	1	1	3	2	1	1	4	5	2	1	2	2	4	2	5	3	2	3	3	2	3	7	3	5	8	1	6	2	9	1	4	7	4	5	1	8	6	8	3	7	7	9	3	12	3	9	9	3	6	7	7	1	3	4	9	9	8	17	13	5	12	10	2	13	13	10	17	12	13	18	8	12	11	12	17	16	18	26	17	20
1000	-2271.801084857087972	-2268.362404241871900	-3.438680615216005	0.000010008877890	0.000072905446488	7.284077924830530	0.228481599957799	-2	0	2	3	3	4	5	5	4	6	6	5	7	8	7	8	7	7	9	10	10	10	10	13	9	13	11	12	14	12	12	14	14	16	13	15	14	15	16	15	17	13	15	15	18	16	17	16	13	18	15	15	17	17	19	17	18	16	17	15	17	19	19	20	19	22	21	20	19	20	18	22	22	21	22	22	21	20	22	21	22	19	27	28	28	26	29	30	29	29	30	29	33	33	33	36	35	37	37	37	39	37	41	43	43	45	0	1	1	2	2	5	3	5	5	5	7	9	8	10	11	11	12	6	13	14	17	18	17	20	17	22	17	21	23	25	25	26	27	29	31	25	28	28	30	31	32	27	35	35	35	37	38	30	31	58	12	42	42	51	25	35	49	25	51	31	51	52	42	49	59	60	25	60	51	23	52	51	60	65	59	60	51	0	55	57	51	3	51	49	61	60	49	60	86	60	57	60	60	60	60	60	76	60	60	60	60	82	60	1	82	82	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	3	1	1	2	2	1	3	2	2	1	1	1	1	3	2	2	2	1	2	1	1	1	3	2	2	3	1	1	6	1	2	2	10	2	3	4	1	3	2	3	2	5	1	4	7	4	2	7	2	6	7	2	4	6	3	1	1	2	6	9	7	13	10	6	11	7	1	11	7	9	16	12	14	17	5	13	11	12	11	14	18	24	17	19
1500	-2126.789209884332649	-2123.293631191699660	-3.495578692633043	0.000009973126994	0.000075206538809	7.540918595663958	0.293230310933752	-1	1	3	4	2	5	6	4	5	6	6	6	6	8	8	9	7	10	9	10	11	11	11	12	9	12	12	12	16	15	11	13	13	16	12	14	13	15	16	16	17	15	16	17	18	16	16	17	14	18	15	17	18	16	18	18	18	17	17	15	17	19	18	20	18	21	20	21	18	21	20	22	21	21	21	22	19	20	23	18	22	19	25	28	28	26	29	29	29	31	30	29	33	33	33	36	35	36	37	34	39	38	41	43	43	46	0	1	1	2	2	5	3	5	5	5	3	9	8	10	11	11	12	6	13	14	17	18	17	20	17	22	17	23	21	25	25	26	21	27	31	25	28	28	30	49	32	23	35	35	35	37	38	39	31	58	37	42	42	37	31	35	49	25	51	49	51	52	52	49	59	49	58	57	61	69	63	61	49	65	59	60	61	0	55	60	65	1	61	60	61	80	60	60	86	49	80	57	60	86	55	55	90	92	80	55	80	82	80	1	82	82	1	2	2	1	1	2	1	2	2	3	2	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	2	3	1	1	1	2	1	3	1	2	1	1	2	2	2	2	4	1	1	1	1	1	1	1	2	1	7	2	3	6	1	1	2	1	1	4	1	4	1	2	1	3	1	4	5	2	2	4	1	1	2	3	2	7	4	8	7	3	8	8	2	9	6	5	15	7	12	12	2	5	9	9	11	14	14	25	15	16
2000	-1970.371699063563256	-1966.890674113653859	-3.481024949909478	0.000010121032241	0.000075651727163	7.474704690629665	0.332171468911003	-1	0	2	4	3	4	5	2	4	7	6	5	6	8	8	8	8	7	8	9	11	10	10	13	10	12	12	13	13	14	12	13	14	17	12	16	14	12	16	16	17	15	16	16	18	16	16	17	15	18	15	16	17	16	18	16	19	17	16	16	18	18	19	19	17	21	20	20	20	21	20	22	22	20	20	22	21	19	23	20	22	20	27	26	27	24	29	29	28	31	30	28	31	33	32	35	35	36	38	37	39	38	40	43	42	45	0	1	1	2	8	8	3	2	5	5	7	9	8	10	11	11	12	6	13	14	12	18	17	20	17	22	17	23	23	25	25	26	27	27	25	25	28	21	30	49	32	33	35	35	35	37	38	39	31	58	37	42	42	37	40	35	49	25	51	49	51	52	62	49	59	57	58	60	61	61	63	61	64	65	65	60	69	0	55	60	75	1	72	60	72	80	60	80	84	80	80	84	49	86	86	80	87	95	84	84	80	82	92	6	82	82	1	1	2	2	1	1	2	1	1	3	1	1	2	1	1	1	2	2	2	1	3	2	1	2	2	1	2	2	2	2	1	1	1	2	1	5	1	1	1	1	3	1	1	1	3	1	3	1	2	1	1	1	2	1	2	2	3	4	1	1	1	2	1	3	1	1	2	2	2	2	1	2	2	2	2	4	1	1	2	2	2	11	4	6	3	3	6	6	1	6	4	2	11	6	5	10	3	2	8	7	9	15	8	23	12	14
2500	-1794.806963037717196	-1791.500452043339919	-3.306510994377343	0.000010443740874	0.000070057647836	6.708099011586461	0.366588816959932	-1	1	4	4	3	5	5	2	4	6	7	5	6	9	8	8	8	9	8	10	9	10	11	11	11	12	10	13	14	14	12	13	12	16	13	15	15	14	15	16	17	15	15	16	15	16	15	17	14	17	17	16	17	17	18	17	18	16	18	18	18	19	19	18	19	22	20	20	20	21	19	23	21	21	21	22	21	20	21	20	23	19	26	25	27	26	28	28	29	27	30	29	33	32	32	34	36	35	38	36	38	38	41	43	42	46	0	1	1	2	2	8	3	2	8	5	3	9	5	10	11	11	12	6	13	14	17	18	21	20	17	22	17	17	17	25	25	26	27	29	25	25	28	17	30	49	32	33	35	35	35	37	38	39	31	58	37	42	42	46	49	45	49	25	51	49	51	52	52	49	59	57	58	60	61	61	52	70	64	65	65	60	69	0	55	60	75	3	72	60	72	80	80	60	86	80	84	88	84	86	92	76	93	96	84	84	86	82	94	82	82	82	1	1	3	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	3	1	1	1	2	1	1	2	1	3	1	1	2	3	1	2	1	1	1	1	2	1	1	1	1	1	3	1	2	4	1	3	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	3	1	1	2	1	2	7	1	5	2	2	4	5	2	3	3	1	8	4	2	7	1	1	9	7	6	13	7	22	10	14
3000	-1778.199097530908830	-1774.720555840954603	-3.478541689954151	0.000010980575439	0.000081952893257	7.463442486519722	0.409886501321583	-1	1	2	3	3	5	4	2	4	4	6	5	7	7	8	7	7	9	9	9	10	11	11	12	12	12	12	13	15	14	13	13	14	17	13	14	14	15	15	16	15	15	15	16	16	16	16	16	15	17	16	16	18	17	18	17	18	16	17	18	17	19	18	19	18	21	20	19	19	21	19	20	22	21	21	23	20	20	22	20	23	19	27	27	26	26	29	27	29	30	31	29	33	32	32	35	37	35	37	37	39	36	40	43	41	44	0	1	1	2	8	8	3	2	5	5	3	9	5	10	11	11	12	6	13	14	17	18	17	20	21	22	21	21	21	25	25	26	27	27	25	25	28	28	30	31	32	33	35	35	35	37	38	39	31	58	37	42	42	46	40	45	49	36	51	49	51	52	52	49	59	49	58	60	61	61	63	61	64	65	65	68	69	0	55	60	75	7	72	80	72	80	80	80	86	84	84	88	80	88	92	86	93	95	60	87	95	82	98	82	82	82	1	1	2	1	1	3	1	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	2	2	1	1	1	2	4	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	3	2	1	2	2	1	2	2	2	2	2	1	1	2	1	1	8	4	3	5	3	3	5	2	2	2	1	9	3	2	7	2	2	10	4	6	12	3	20	11	13
3500	-1729.958543381934078	-1726.529130885504401	-3.429412496429607	0.000011814093653	0.000085566570760	7.242753720692806	0.463143103020111	-1	0	3	3	4	4	5	2	5	7	6	6	7	8	7	7	8	10	9	10	10	11	12	13	12	12	11	13	15	14	13	13	13	16	14	15	14	15	15	15	17	15	15	16	17	15	15	17	17	18	15	16	17	16	19	18	17	17	17	18	18	19	18	19	18	20	19	21	19	20	20	22	22	21	21	23	21	18	22	21	23	19	23	27	27	26	27	26	28	30	29	29	32	31	32	35	36	35	37	34	38	37	40	42	43	44	0	1	1	2	8	8	3	2	8	5	7	9	8	10	11	11	12	6	13	14	17	18	21	20	17	22	17	21	23	25	25	26	27	27	31	25	17	28	30	31	32	33	35	35	35	37	28	39	40	58	37	42	42	46	40	45	40	36	51	49	51	52	42	57	59	57	58	60	61	51	63	61	64	65	65	68	69	0	55	40	75	13	72	80	83	80	80	80	86	87	87	88	90	88	92	86	100	92	87	93	98	82	98	82	82	82	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	2	2	2	2	1	1	2	3	2	7	1	2	2	2	3	2	1	1	1	2	1	2	2	5	1	3	5	2	2	12	3	20	10	13
4000	-1763.120042632021750	-1760.091931017135948	-3.028111614885902	0.000013759025124	0.000076845112107	5.585069538945434	0.417944440291427	0	1	2	4	4	5	4	3	4	6	6	5	6	8	8	8	7	8	8	10	10	10	10	12	11	12	11	13	15	15	13	13	12	17	14	15	15	14	16	15	16	13	15	16	17	16	16	17	17	18	16	14	18	17	19	18	18	17	17	19	18	18	18	19	19	19	21	20	19	20	20	21	21	21	21	22	21	20	22	21	23	19	25	26	28	27	26	26	29	29	30	30	32	31	32	36	36	34	38	35	38	37	41	43	42	44	0	1	1	2	8	5	3	2	8	8	7	9	5	10	11	11	12	6	13	14	17	18	17	20	21	22	21	17	23	25	25	26	27	27	25	31	28	28	30	31	32	33	35	35	35	37	28	39	40	58	37	42	42	46	40	45	49	36	51	49	51	52	52	57	59	57	58	60	61	61	63	51	64	65	65	68	69	0	55	60	75	6	72	76	83	80	80	80	86	84	86	88	90	92	92	92	100	94	93	93	98	82	101	82	82	82	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	3	2	2	2	1	1	4	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	3	1	2	2	2	1	1	2	1	1	4	2	2	2	3	2	2	1	2	2	2	2	1	1	4	1	2	5	2	2	10	2	19	11	12
4500	-1471.192992607747783	-1468.567258314810033	-2.625734292937691	0.000020026456399	0.000083322955017	4.160643967978086	0.516333809052988	-1	1	4	3	3	5	5	2	5	6	6	6	4	8	8	9	8	9	8	10	10	10	12	12	9	12	11	13	16	13	12	13	13	16	14	13	14	15	15	15	16	15	16	16	17	17	16	17	17	18	16	16	17	17	18	17	18	17	17	18	18	18	19	19	19	20	20	20	19	20	20	23	21	21	21	23	20	20	22	20	22	20	25	28	27	26	28	29	30	31	31	29	31	32	33	36	36	36	38	35	38	37	40	43	42	45	0	1	1	2	8	5	3	2	5	8	3	9	8	10	11	11	12	6	13	14	17	18	21	20	17	22	17	17	23	25	25	26	27	27	31	25	21	28	30	31	32	33	35	35	43	37	28	39	40	58	37	42	42	28	40	35	49	36	51	40	51	52	52	57	59	57	58	60	61	61	63	70	64	65	65	68	61	0	55	60	75	3	72	86	83	80	80	80	86	84	87	86	87	92	92	92	100	94	100	93	98	82	101	82	82	82	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	3	2	2	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	6	2	1	2	3	4	4	2	1	1	1	2	2	2	4	1	2	3	2	1	9	1	18	11	11
